FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
6660,2025,4,864015,86070018,16500,C,F,F,W,F,908,0,0.204,8,0,99.9,5.5,334.1354,EB SHERIDAN ST,SB I-95,86,Broward,4,334.13541450182
6661,2025,1,165193,16003001,29500,S,F,F,F,2,944,9.077,10,9,0,55.4,3.2,1489.6785,W GREENWOOD ST,LIME ST,16,Polk,1,1489.67853389836
6662,2025,1,160098,16180000,49000,E,F,F,F,F,5537,8.694,13.244,9,0,51.7,11.3,7325.5673,DUNDEE RD,SR 544/SCENIC HWY,16,Polk,1,7325.56725666073
6663,2025,7,109251,10000765,7100,C,F,F,F,F,1108,0,0.35,9,0,57.9,15.6,565.7424,BOYETTE RD,VILLAGE CENTER DR,10,Hillsborough,7,565.742424660017
6664,2025,3,510108,51520001,1200,C,F,F,F,F,132,0,9.329,9.5,0,60.8,11,15018.9524,WILLIS LANDING,SR-71,51,Gulf,3,15018.9523721178
6665,2025,7,109019,10000706,13200,C,F,F,F,F,2059,0,0.604,9,0,57.9,15.6,972.5562,W CLEVELAND ST,W CYPRESS ST,10,Hillsborough,7,972.556189214475
6666,2025,7,108005,10000550,2500,C,F,F,F,F,150,0.277,0.331,9,0,57.9,6,87.1304,POLK ST E,CASS ST E,10,Hillsborough,7,87.1303953790317
6667,2025,2,722747,72280232,3700,C,F,F,W,F,877,0,0.155,8,0,99.9,23.7,261.6988,GORE AT UNIVERSITY,GORE AT I-95 NB,72,Duval,2,261.698766959255
6668,2025,2,722235,72270000,139000,X,F,F,F,F,39615,18.55,19.24,8,0,55.7,28.5,1110.5657,Bridge No-720309,Bridge No-720311,72,Duval,2,1110.56572539095
6669,2025,2,720128,72160000,53500,C,F,F,F,F,749,1.865,3.322,9,0,54.4,1.4,2343.7822,LORETTO RD,72001010 SB ON,72,Duval,2,2343.78221730207
6670,2025,7,109134,10000755,28000,C,F,F,F,A,2744,0,2.617,9,0,57.9,9.8,4266.4596,BRIGHTON KNOLL LOOP,BOGGY CREEK DR,10,Hillsborough,7,4266.45960770369
6671,2025,5,797107,79580000,2600,S,F,F,F,2,60,8.475,9.071,9,0,57.6,2.3,959.1908,W MCKENZIE RD,N/A,79,Volusia,5,959.190784370339
6672,2025,1,167052,16320030,5700,S,F,F,W,F,809,0,0.198,9,0,99.9,14.2,327.091,SR-559 SB,I-4  WB,16,Polk,1,327.091028299884
6673,2025,3,511506,51560016,2200,C,F,F,F,F,242,0.933,2.813,9.5,0,60.8,11,3026.0282,CR-384/MADISON ST,FIRST ST,51,Gulf,3,3026.02823037067
6674,2025,1,164658,16000180,6700,T,F,F,F,F,650,0,0.3,9,0,55.4,9.7,486.4092,HINSON AVE/US 17&92,7TH ST,16,Polk,1,486.409236648235
6675,2025,2,729036,72510000,8300,C,F,F,F,F,166,0,3.812,9,0,54.4,2,6134.052,US-17/SR-5/N MAIN ST,SR-105/HECKSCHER DR,72,Duval,2,6134.05197349402
6676,2025,4,867922,86065000,38000,F,F,F,F,2,684,12.601,13.295,9,0,55.2,1.8,1116.8407,N/A,PALM BEACH COUNTY LN,86,Broward,4,1116.840676397
6677,2025,2,724029,72290456,4500,C,F,F,W,F,504,0,0.306,8,0,99.9,11.2,493.0472,I-95 NB,I-295 EB,72,Duval,2,493.047156142447
6678,2025,2,724302,72090170,2400,C,F,F,W,F,269,0,0.219,8,0,99.9,11.2,351.3538,GORE AT HART EXP,GORE AT UNIVERSITY B,72,Duval,2,351.353797744161
6679,2025,7,109144,10000641,9000,T,F,F,F,F,1404,0,0.089,9,0,57.9,15.6,143.6659,NUCCIO PKWY,CHANNELSIDE DR,10,Hillsborough,7,143.665896006711
6680,2025,7,109133,10000377,6100,C,F,F,W,F,952,0,2.147,9,0,99.9,15.6,3439.7865,E COLUMBUS DR,REPUBLICA DE CUBA,10,Hillsborough,7,3439.78646876019
6681,2025,2,720171,72280000,147919,C,A,A,A,2,5917,13.485,15.313,8,0,50.9,4,2946.7279,Bridge No-720332,Bridge No-720334,72,Duval,2,2946.72790441538
6682,2025,2,720209,72230000,29100,C,F,F,F,F,786,0,0.458,9,0,54.2,2.7,737.0625,.025 BEFORE SR-10,FORRESTAL CIR S,72,Duval,2,737.062455379481
6683,2025,2,725035,72120000,6000,C,F,F,F,F,366,21.907,22.196,9,0,54.4,6.1,465.6569,EDGEWOOD AVE,NELSON ST,72,Duval,2,465.656920066514
6684,2025,4,867311,86000099,5200,S,F,F,F,F,473,1.537,2.483,9,0,55.2,9.1,1519.1412,N/A,HOLLYWOOD BLVD CIR,86,Broward,4,1519.14121108585
6685,2025,2,724065,72270384,6700,C,F,F,W,F,1923,0,0.334,8,0,99.9,28.7,514.2919,GORE AT 72270436,GORE AT I-295 NB,72,Duval,2,514.29189956516
6686,2025,1,165032,16280000,14400,F,F,F,F,F,2131,6.278,7.144,9,0,55.4,14.8,1393.1443,US-27/SR-25,CENTER ST,16,Polk,1,1393.14426716511
6687,2025,7,109040,10000082,8500,C,F,F,F,F,1326,0,0.949,9,0,57.9,15.6,1528.4064,SR 60/CHANNELSIDE D,N ASHLEY DR,10,Hillsborough,7,1528.40641950018
6688,2025,1,164639,16000142,7000,T,F,F,F,D,798,0,0.394,9,0,55.4,11.4,632.0687,"SR555/US17,6TH ST NW",1ST ST,16,Polk,1,632.068691000697
6689,2025,2,723909,72504000,11800,C,F,F,F,F,484,0.787,1.406,9,0,54.4,4.1,994.4204,COMMONWEALTH AVE,IRA RD,72,Duval,2,994.420364016913
6690,2025,4,860083,86060000,19700,C,F,F,F,A,4728,3.498,4.997,9,0,53.9,24,2412.4606,SR-820/PINES BLVD,SR-822/SHERIDAN ST,86,Broward,4,2412.46061531448
6691,2025,1,165039,16090000,4000,E,F,F,F,F,244,6.02,10.513,9,0,55.4,6.1,7230.6403,CR-630,N/A,16,Polk,1,7230.64027017717
6692,2025,4,867518,86000036,15800,S,F,F,F,F,1438,0,1.791,9,0,53.9,9.1,2881.6245,NOB HILL RD,SR-817/UNIVERSITY DR,86,Broward,4,2881.62447337348
6693,2025,7,109061,10000129,21500,C,F,F,F,F,3354,0,2.746,9,0,57.9,15.6,4420.35,N FLORIDA AVE,N/A,10,Hillsborough,7,4420.34998074971
6694,2025,2,724294,72090156,5400,C,F,F,W,F,605,0,0.159,8,0,99.9,11.2,255.8299,GORE AT USA-1,GORE AT PHOENIX AVE,72,Duval,2,255.829905875368
6695,2025,4,865253,86000001,27500,C,F,F,F,A,963,5.11,7.51,9,0,53.9,3.5,3864.2229,N/A,SR-823/FLAMINGO RD,86,Broward,4,3864.22287135665
6696,2025,7,109215,10000274,5200,C,F,F,F,F,811,1.405,1.573,9,0,57.9,15.6,269.9672,N/A,TAYLOR RD,10,Hillsborough,7,269.967247915118
6697,2025,1,164940,16000301,1950,T,F,F,F,F,289,0,0.744,9,0,55.4,14.8,1201.2254,BEG BR# 164422,W PIPKIN RD,16,Polk,1,1201.22544069478
6698,2025,2,725071,72100000,38000,C,F,F,F,F,1026,18.051,18.841,9,0,54.2,2.7,1272.412,SR-212/BEACH BLVD,12TH AVE S,72,Duval,2,1272.41200343461
6699,2025,4,867314,86000084,1550,S,F,F,F,F,141,2.432,2.52,9,0,53.9,9.1,141.0912,N/A,SR-848/STIRLING RD,86,Broward,4,141.091174880311
6700,2025,4,864017,86070025,16500,C,F,F,W,F,578,0,0.187,8,0,99.9,3.5,302.6871,WB STIRLING RD,NB I-95,86,Broward,4,302.687121821537
6701,2025,1,163039,16006000,19000,S,F,F,F,2,3097,4.432,6.45,9,0,55.4,16.3,3250.6714,SADDLE CRK RD/CR-546,OLD COMBEE RD,16,Polk,1,3250.67136316786
6702,2025,1,165076,16210000,38000,E,F,F,F,D,3572,1.259,2.678,9,0,55.4,9.4,2285.1084,PARKVIEW PL,CR 582/GRIFFIN RD,16,Polk,1,2285.10836425589
6703,2025,7,109035,10000061,1300,C,F,F,F,F,203,0,1.618,9,0,57.9,15.6,2578.5006,BAYSHORE BLVD,W GREEN ST,10,Hillsborough,7,2578.50058332593
6704,2025,2,729038,72605000,27000,C,F,F,F,F,540,0,4.852,9,0,54.4,2,7822.1556,72292267 EB ON,SR-10/ATLANTIC BLVD,72,Duval,2,7822.15555802807
6705,2025,2,729296,72292290,13000,C,F,F,W,F,1456,0,0.242,9,0,99.9,11.2,390.742,GORE AT SR-202 EB,GORE AT KERNAN NB,72,Duval,2,390.7420088587
6706,2025,7,109600,10000616,17500,C,F,F,W,F,2730,0.274,2.212,9,0,99.9,15.6,3111.54,N/A,S ARMENIA AVE,10,Hillsborough,7,3111.53996967362
6707,2025,1,165148,16030000,37500,E,F,F,F,F,3638,29.371,30.637,9,0,55.4,9.7,2039.8408,N/A,N/A,16,Polk,1,2039.84078961616
6708,2025,2,722609,72270202,2700,C,F,F,W,F,770,0,0.163,8,0,99.9,28.5,265.0409,GORE I-10 WB,GORE LUNA ST,72,Duval,2,265.040949098663
6709,2025,2,722135,72160448,28000,S,F,F,F,F,392,0,0.395,9,0,54.4,1.4,635.1243,GORE AT SR-5 NB,72160000 NB ON,72,Duval,2,635.124335839928
6710,2025,1,160154,16119000,29000,E,F,F,F,F,3393,5.155,7.772,9.5,0,55.4,11.7,4215.8171,THORNHILL RD,SPIRIT LAKE RD,16,Polk,1,4215.81710010131
6711,2025,7,109095,10000227,24000,C,F,F,F,F,3744,0,3.923,9,0,57.9,15.6,6323.0764,N DALE MABRY HWY,VAN DYKE RD,10,Hillsborough,7,6323.07640678529
6712,2025,3,485328,48590000,2900,C,F,F,F,A,102,5.158,6.989,9,0,57.6,3.5,2958.5623,US-90/SR-10A/MOBILE,WILDE LAKE BLVD,48,Escambia,3,2958.56231849415
6713,2025,1,164674,16000207,1550,S,F,F,F,2,67,0,1.463,9,0,55.4,4.3,2347.9115,S L B BROWN AVE,FLAMINGO DR,16,Polk,1,2347.9114954356
6714,2025,1,164932,16000181,1300,S,F,F,F,F,192,0,0.211,9,0,55.4,14.8,342.8452,OAK AVE E,MAIN ST E,16,Polk,1,342.845166511128
6715,2025,2,729034,72506000,27000,C,F,F,F,F,540,0,5.499,9,0,54.4,2,8853.2083,US-90A/SR-10,FT CAROLINE RD,72,Duval,2,8853.20832654297
6716,2025,4,862456,86070000,232000,E,F,F,F,F,17400,5.155,6.172,8,0,51.6,7.5,1635.7843,Bridge No-860579,Bridge No-860554,86,Broward,4,1635.78434234982
6717,2025,1,164955,16000912,6400,T,F,F,F,F,947,0,0.994,9,0,55.4,14.8,1599.6209,SHEPHERD RD,EWELL RD,16,Polk,1,1599.62092444742
6718,2025,2,720924,72292000,101500,C,F,F,F,F,4365,0.957,3.03,8,0,54.4,4.3,3336.0558,N/A,Bridge No-720287,72,Duval,2,3336.05579134681
6719,2025,1,164942,16000304,10300,F,F,F,F,F,1524,0,1.139,9,0,55.4,14.8,1833.0079,SR-542/DUNDEE RD,OAKHURST DR,16,Polk,1,1833.00788093163
6720,2025,2,725070,72100000,37000,C,F,F,F,F,999,18.841,19.109,9,0,54.2,2.7,431.6772,12TH AVE S,16TH AVE S,72,Duval,2,431.677188500535
6721,2025,4,867313,86000084,12200,S,F,F,F,F,1110,0,1.77,9,0,53.9,9.1,2838.8415,SR-820/PINES BLVD,ATLANTA ST,86,Broward,4,2838.8414889422
6722,2025,4,864018,86070023,16500,C,F,F,W,F,578,0,0.241,8,0,99.9,3.5,388.6369,SB I-95,SR-848/STIRLING RD,86,Broward,4,388.636912319194
6723,2025,1,167136,16011101,8900,S,F,F,W,2,329,0.558,2.549,9,0,99.9,3.7,3200.7385,CARIBBEAN DR,PKWY FRONTAGE RD N,16,Polk,1,3200.73848470563
6724,2025,1,160077,16250000,12500,E,F,F,F,F,913,15.137,16.066,9.5,0,55,7.3,1494.9898,CR 640,OLD HWY 37,16,Polk,1,1494.9898294986
6725,2025,7,105700,10000071,12200,S,F,F,F,F,1061,0,3.863,9,0,57.9,8.7,6214.0255,TAMPA PALMS BLVD,BRUCE B DOWNS BLVD,10,Hillsborough,7,6214.02548163825
6726,2025,2,720848,72580000,9600,C,F,F,F,F,394,5.105,6.546,9,0,54.4,4.1,2310.2211,NORMANDY BLVD,LUNA ST,72,Duval,2,2310.22105714656
6727,2025,7,109220,10000753,37000,C,F,F,F,F,5772,0,0.529,9,0,57.9,15.6,852.3259,K B RANCH P/OAK P BL,COUNTY LINE,10,Hillsborough,7,852.325893596735
6728,2025,7,101566,10000611,14000,X,F,F,F,F,2184,2.173,2.874,9,0,57.9,15.6,1128.9492,S CAESAR ST,SR-60/KENNEDY BLVD,10,Hillsborough,7,1128.94923270732
6729,2025,1,165059,16050000,19800,F,F,F,F,1,1901,0.5,1.489,9,0,55.4,9.6,1593.102,CR 580/JOHNSON AVE,N/A,16,Polk,1,1593.10200702238
6730,2025,4,869520,86000021,13500,S,F,F,F,F,1229,2.033,3.099,9,0,53.9,9.1,1713.7566,N/A,SAWGRASS EXP(EB),86,Broward,4,1713.75661145645
6731,2025,2,724049,72270186,1700,C,F,F,W,F,488,0,0.365,8,0,99.9,28.7,585.7057,GORE I-10 EB,GORE US-301/SR-200,72,Duval,2,585.705652715438
6732,2025,1,165233,16121000,17700,F,F,F,F,1,1770,0.41,0.627,9,0,55.4,10,350.1677,LAKE SHIPP DR,AVE O SW,16,Polk,1,350.167672094315
6733,2025,7,109097,10000239,1400,C,F,F,F,F,218,0,1.136,9,0,57.9,15.6,1825.0635,N WEST SHORE BLVD,N DALE MABRY HWY,10,Hillsborough,7,1825.06353236684
6734,2025,3,485278,48600502,9100,C,F,F,F,F,710,0.937,3.102,9,0,57.6,7.8,3507.9849,BRIDGEDALE RD,US-29/SR-95,48,Escambia,3,3507.98494318598
6735,2025,7,105296,10000105,7900,C,F,F,W,F,269,0,0.501,9,0,99.9,3.4,803.7499,N BOULEVARD,N TAMPA ST,10,Hillsborough,7,803.749900847959
6736,2025,2,722390,72090448,7600,C,F,F,W,F,258,0,0.235,8,0,99.9,3.4,375.6277,HART EXPY GORE,GORE AT SR-126 EB,72,Duval,2,375.627732444879
6737,2025,3,480420,48730000,150,C,F,F,F,F,12,0,4.279,9.5,0,54.9,7.8,6918.2507,N PINEVILLE RD,CR-97A/HWY 97A,48,Escambia,3,6918.25070989506
6738,2025,4,865292,86065000,23000,C,F,F,F,A,1702,0,1.041,9,0,55.2,7.4,1675.3285,SR- 838/SUNRISE BLVD,N/A,86,Broward,4,1675.32851832349
6739,2025,1,165191,16003001,44500,S,F,F,F,2,2003,6.52,8.077,9,0,55.4,4.5,2513.0298,WB SR 570 POLK PKWY,BEACON RD,16,Polk,1,2513.02979156153
6740,2025,2,720951,72292000,49000,C,F,F,F,F,2107,12.079,13.022,8,0,54.2,4.3,1517.4666,72292261 EB OFF,72292283 EB OFF,72,Duval,2,1517.46657478403
6741,2025,3,510070,51502000,5100,C,F,F,F,F,561,5.803,12.464,9.5,0,60.8,11,10736.9651,SR-30E/CAPE SAN BLAS,US-98/SR-30,51,Gulf,3,10736.9651467024
6742,2025,7,109020,10000725,2400,C,F,F,F,F,374,0,1.508,9,0,57.9,15.6,2431.3073,S WEST SHORE BLVD,S HIMES AVE,10,Hillsborough,7,2431.30730565373
6743,2025,7,109137,10000601,26000,C,F,F,F,A,1898,0,1.061,9,0,57.9,7.3,1700.9035,CITRUS PARK DR,CR-587/GUNN HWY,10,Hillsborough,7,1700.90345678043
6744,2025,1,160176,16020002,1650,F,F,F,W,1,137,0.161,0.183,9,0,99.9,8.3,35.6653,N/A,US-92 WB,16,Polk,1,35.6652522307474
6745,2025,1,165194,16003001,40000,S,F,F,F,2,1520,8.077,8.584,9,0,55.4,3.8,818.2445,BEACON RD,ARIANA ST,16,Polk,1,818.244476920427
6746,2025,2,724365,72270181,3700,F,F,F,F,F,799,0,0.717,8,0,99.9,21.6,1153.9213,GORE US-301 NB,GORE I-10 EB,72,Duval,2,1153.92132231758
6747,2025,2,720021,72150000,16300,C,F,F,F,F,391,1.069,2.083,9,0,54.4,2.4,1631.3276,44TH ST,N/A,72,Duval,2,1631.32755016175
6748,2025,4,867321,86000125,6200,S,F,F,F,F,564,0,1.018,9,0,55.2,9.1,1646.578,SW 32 CT,N/A,86,Broward,4,1646.57800829148
6749,2025,1,160069,16110000,27500,F,F,F,F,1,7700,28.716,29.454,9,0,55.4,28,1187.1907,N/A,Bridge No-160018,16,Polk,1,1187.19066807978
6750,2025,5,790010,79522000,4200,S,F,F,F,2,168,1.509,1.967,9,0,57.6,4,741.5461,N/A,W INTL SPEEDWAY BLVD,79,Volusia,5,741.546066603006
6751,2025,1,164959,16300001,11900,F,F,F,F,F,1761,4.964,5.908,9,0,55.4,14.8,1519.325,N/A,CYPRESS GARDENS BLVD,16,Polk,1,1519.32499993731
6752,2025,7,109213,10000097,1250,C,F,F,F,F,195,0.336,0.618,9,0,57.9,15.6,450.3532,PIERCE ST N,N NEBRASKA AVE,10,Hillsborough,7,450.353230613615
6753,2025,1,164653,16000177,10000,T,F,F,F,F,970,0,0.479,9,0,55.4,9.7,765.0522,7TH ST,SR-600/US17-92,16,Polk,1,765.052243959057
6754,2025,2,974400,72470440,450,C,F,F,W,F,21,0,0.467,8,0,99.9,4.7,751.9634,SR 23 NB,NEW WORLD AVE,72,Duval,8,751.963387571313
6755,2025,4,860033,86050000,10200,C,F,F,F,A,388,15.786,16.327,9,0,54.6,3.8,870.8927,N/A,SE 7 ST/SE 31 ST,86,Broward,4,870.892671495163
6756,2025,2,720099,72292000,113500,C,F,F,F,F,4881,0.508,0.957,8,0,54.4,4.3,722.6032,I-95/SR-9,N/A,72,Duval,2,722.603201506131
6757,2025,3,511502,51010000,11700,C,F,F,F,F,889,2.11,2.407,9.5,0,60.8,7.6,479.7951,SR-71/CECIL G COSTIN,FIRST ST,51,Gulf,3,479.795141126271
6758,2025,7,109004,10000702,4100,C,F,F,F,F,640,0,0.519,9,0,57.9,15.6,836.695,18 ST NE,24 ST NE,10,Hillsborough,7,836.695031096984
6759,2025,7,105745,10000374,11900,S,F,F,F,F,1856,0.811,3.258,9,0,57.9,15.6,3931.331,COUNTRYWAY BLVD,CR-589/SHELDON RD,10,Hillsborough,7,3931.33099484394
6760,2025,2,724339,72280210,2800,C,F,F,W,F,314,0,0.073,8,0,99.9,11.2,118.6752,GORE AT 72280211,GORE AT PHILLIPS HWY,72,Duval,2,118.675174641474
6761,2025,2,720932,72220000,21000,C,F,F,F,F,1239,10.673,11.631,9,0,54.4,5.9,1539.9121,N/A,ROOSEVELT BLVD,72,Duval,2,1539.9121457834
6762,2025,2,720837,72110000,18700,C,F,F,F,F,636,1.792,2.266,9,0,54.4,3.4,763.7094,N/A,END STATE MAINT,72,Duval,2,763.70944366874
6763,2025,4,868123,86000091,12300,S,F,F,F,F,1119,1.745,2.862,9,0,55.2,9.1,1799.5514,N/A,HILLCREST DR,86,Broward,4,1799.55139787284
6764,2025,1,165201,16020000,45000,S,F,F,F,2,3555,9.122,9.694,9,0,55.4,7.9,921.1055,SR-655/RECKER HWY,N/A,16,Polk,1,921.105524031065
6765,2025,1,165016,16261000,27000,S,F,F,F,2,2754,1.807,1.994,9,0,55.4,10.2,300.1991,SR-60,US-17/98 SR-555/700,16,Polk,1,300.199052804751
6766,2025,2,725068,72190000,23000,C,F,F,F,F,368,14.313,14.826,9,0,54.2,1.6,823.2773,10TH ST S,SR-A1A/3RD ST,72,Duval,2,823.277347332951
6767,2025,2,729252,72700501,7100,S,F,F,F,F,142,0,1.773,9,0,54.4,2,2847.9356,YANKEE CLIPPER DR,AIRPORT BOUNDARY,72,Duval,2,2847.93556212848
6768,2025,2,724173,72292282,10500,C,F,F,W,F,452,0,0.202,8,0,99.9,4.3,319.7382,GORE AT SR-A1A,GORE AT SR-202 WB,72,Duval,2,319.738226520256
6769,2025,2,722746,72280229,3000,C,F,F,W,F,711,0,0.127,8,0,99.9,23.7,198.7327,GORE AT I-95 SB,GORE AT UNIVERSITY,72,Duval,2,198.73268552013
6770,2025,2,722610,72270205,2700,C,F,F,W,F,770,0,0.159,8,0,99.9,28.5,247.3981,GORE I-10 EB,GORE MCDUFF AVE,72,Duval,2,247.398100338569
6771,2025,2,726002,72160006,5700,C,F,F,W,F,80,0,0.252,9,0,99.9,1.4,405.6358,WATER ST,END OF BRIDGE 720578,72,Duval,2,405.635810323887
6772,2025,1,160194,16110114,9400,F,1,1,1,1,1128,0,0.156,9,0,99.9,12,250.968,SR-60 WB,US-27 NB,16,Polk,1,250.967983081492
6773,2025,7,102707,10000205,6900,F,F,F,W,F,1076,0,0.535,9,0,99.9,15.6,859.2828,COLLINS ELM SCHOOL,PASSAGE PL,10,Hillsborough,7,859.282827772434
6774,2025,4,868501,86000014,21500,S,F,F,F,2,366,0.949,1.955,9,0,53.9,1.7,1615.1527,N/A,N/A,86,Broward,4,1615.15271995379
6775,2025,1,164934,16000212,10000,T,F,F,F,F,1480,0,0.675,9,0,55.4,14.8,1096.2223,SR 25/US 27,SR 17,16,Polk,1,1096.22234100705
6776,2025,2,724325,72090475,5700,C,F,F,W,F,638,0,0.111,8,0,99.9,11.2,164.498,GORE AT ART MUSEUM,GORE AT HART EXPY,72,Duval,2,164.497975095137
6777,2025,3,484060,48630000,11900,C,F,F,F,A,655,0,1.365,9,0,57.6,5.5,2197.5473,CR-297,CR-97/HWY 97,48,Escambia,3,2197.54725678362
6778,2025,4,860167,86065000,38500,F,F,F,F,1,2734,10.647,11.67,9,0,55.2,7.1,1646.2106,N/A,N/A,86,Broward,4,1646.21056259794
6779,2025,1,165170,16004000,37500,S,F,F,F,2,1838,0.449,1.417,9,0,55.4,4.9,1551.5481,PEAR ST,W 10TH ST,16,Polk,1,1551.54805582507
6780,2025,2,720950,72292000,71500,C,F,F,F,F,3075,10.052,12.079,8,0,54.2,4.3,3262.028,Bridge No-720453,72292261 EB OFF,72,Duval,2,3262.02798976369
6781,2025,2,724303,72090171,1800,C,F,F,W,F,202,0,0.211,8,0,99.9,11.2,340.8407,GORE AT UNIVERSITY B,GORE AT HART EXP,72,Duval,2,340.84073546663
6782,2025,7,109206,10000645,21000,S,F,F,F,F,3276,9.715,11.18,9.5,0,57.9,15.6,2348.0548,VAN DYKE RD,TARPON SPRINGS RD,10,Hillsborough,7,2348.05481677416
6783,2025,4,869419,86000010,11200,S,F,F,F,F,1019,0,0.918,9,0,53.9,9.1,1477.2486,PINE ISLAND RD,UNIVERSITY DR,86,Broward,4,1477.24855755666
6784,2025,2,724010,72280215,6400,C,F,F,W,F,1517,0,0.183,8,0,99.9,23.7,296.6109,GORE AT PHILLIPS HWY,GORE AT I-95 SB,72,Duval,2,296.610898541207
6785,2025,1,163064,16000342,18300,S,F,F,F,F,1336,0,4.97,9,0,55.4,7.3,7992.1704,COUNTY LINE RD,SR-37,16,Polk,1,7992.17035524753
6786,2025,2,720832,72270000,101500,C,F,F,F,F,29131,11.462,15.619,8,0,55.7,28.7,6691.0018,CR-115A/CHAFFEE RD,N/A,72,Duval,2,6691.00175430927
6787,2025,2,724405,72160000,3300,C,F,F,W,F,370,14.155,14.278,9,0,99.9,11.2,197.8032,MARY ST,EMP OF BR# 720575,72,Duval,2,197.803246231266
6788,2025,4,869625,86000113,5200,S,F,F,F,F,473,0,0.443,9,0,54.6,9.1,719.2053,US-1/SR-5,N 14 AVE,86,Broward,4,719.205289482044
6789,2025,1,160024,16110000,25000,S,F,F,F,2,6350,5.816,8.836,9,0,55.4,25.4,4858.168,SR-37/CHURCH ST,BONNIE MINE RD,16,Polk,1,4858.16803058946
6790,2025,7,101561,10000192,17100,C,F,F,F,A,376,0,0.268,9,0,57.9,2.2,437.5888,E SCOTT ST,E CASS ST,10,Hillsborough,7,437.588822591022
6791,2025,1,160123,16300000,32000,E,F,F,F,D,3008,5.407,7.244,9,0,55.4,9.4,2948.7956,LK RUBY DR/CR 540A,US 27/SR 25,16,Polk,1,2948.79562163382
6792,2025,7,105738,10000086,12800,C,F,F,F,F,1523,0,1.379,9,0,57.9,11.9,2236.7029,LUTZ LAKE FERN RD,ROSEATE DR,10,Hillsborough,7,2236.70288849971
6793,2025,1,164050,16000135,15200,S,F,F,F,2,760,0,2.401,9,0,55.4,5,3855.4032,SR 549/1ST ST N,BUCKEYE RD,16,Polk,1,3855.40318382364
6794,2025,2,974210,72470421,250,C,F,F,W,F,12,0,0.12,8,0,99.9,4.7,193.0845,NORMANDY BLVD EB,72470425 RAMP,72,Duval,8,193.084524406831
6795,2025,4,865336,86060000,20200,C,F,F,F,A,6767,4.997,5.973,9,0,53.9,33.5,1570.7157,SR-822/SHERIDAN ST,N/A,86,Broward,4,1570.71565507129
6796,2025,1,165123,16090000,11000,E,F,F,F,F,671,19.022,19.396,9,0,55.4,6.1,601.9822,N/A,CENTRAL AVE,16,Polk,1,601.982207542488
6797,2025,4,867525,86000047,32500,S,F,F,F,F,2958,3.073,4.433,9,0,53.9,9.1,2188.5226,N/A,N/A,86,Broward,4,2188.52264904506
6798,2025,2,720868,72291000,11500,C,F,F,F,F,840,10.561,11.875,9,0,54.4,7.3,2113.0989,N/A,US-17/SR-5/MAIN ST,72,Duval,2,2113.09887112141
6799,2025,7,109239,10000176,3900,C,F,F,F,F,608,0.489,1.057,9,0,99.9,15.6,916.5533,PASSAGE PL,COLLINS ELM SCHOOL,10,Hillsborough,7,916.553283072186
6800,2025,2,724286,72090134,2000,C,F,F,W,F,224,0,0.094,8,0,99.9,11.2,151.01,GORE AT HAINES ST NB,GORE AT SR-115 EB,72,Duval,2,151.009989460913
6801,2025,4,869091,86000002,28000,S,F,F,F,F,2548,0,1.005,9,0,53.9,9.1,1619.2641,HIATUS RD,N/A,86,Broward,4,1619.2640515608
6802,2025,3,520008,52000015,400,C,F,F,F,F,62,0,3.105,9.5,0,56.6,15.6,4999.7939,SR-79,CR-173,52,Holmes,3,4999.79386645344
6803,2025,2,720930,72220000,30000,C,F,F,F,F,1770,8.654,8.91,9,0,54.4,5.9,411.6026,JAMMES RD,N/A,72,Duval,2,411.602608494282
6804,2025,2,720912,72120000,22500,C,F,F,F,A,698,14.791,16.058,9,0,54.4,3.1,2041.3916,PARRISH CEMETERY RD,AIRPORT ENT,72,Duval,2,2041.39160169293
6805,2025,4,869597,86000092,8600,S,F,F,F,F,783,0,0.764,9,0,53.9,9.1,1226.7169,CO LINE/NE 215 ST,SR-858/HALLANDALE,86,Broward,4,1226.71688802186
6806,2025,2,724306,72090175,3400,C,F,F,W,F,381,0,0.04,8,0,99.9,11.2,64.5982,GORE AT US-1/SR-115,GORE AT 72090350,72,Duval,2,64.5982496973189
6807,2025,7,102677,10000643,7100,C,D,D,W,F,845,0,0.152,9,0,99.9,11.9,242.7069,E LINEBAUGH AVE,E LINEBAUGH AVE,10,Hillsborough,7,242.70687148377
6808,2025,4,867115,86000010,18600,S,F,F,F,F,1693,2.919,4.212,9,0,53.9,9.1,2080.6742,N/A,US-441/SR-7,86,Broward,4,2080.67423234119
6809,2025,2,724009,72280211,7700,C,F,F,W,F,1825,0,0.203,8,0,99.9,23.7,324.6027,GORE AT I-95 NB,GORE AT PHILLIPS HWY,72,Duval,2,324.602718872914
6810,2025,2,724354,72270004,9900,C,F,F,W,F,2841,0,0.246,8,0,99.9,28.7,395.4502,GORE AT I-10 WB,GORE AT HAMMOND BLVD,72,Duval,2,395.450171051743
6811,2025,2,725080,72150000,14900,C,F,F,F,F,358,0.686,1.069,9,0,54.4,2.4,616.1475,N/A,44TH ST,72,Duval,2,616.147486721335
