FID,ROADWAY,FUNCLASS,BEGIN_POST,END_POST,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
13050,75000371,17,0,1.931,3115.553,5,75,Orange,5,3115.5530197316
13051,86540500,16,0,1.303,2105.5654,4,86,Broward,4,2105.56544513948
13052,93000315,18,0,3.161,5086.4873,4,93,Palm Beach,4,5086.4872689824
13053,54900003,09,0,1.039,1672.1128,3,54,Jefferson,3,1672.11283135743
13054,27515000,08,0,5.611,9027.7804,2,27,Baker,2,9027.78038155098
13055,27010000,16,17.782,23.578,9325.0805,2,27,Baker,2,9325.08050944393
13056,54570013,09,0,0.194,321.0806,3,54,Jefferson,3,321.080556277088
13057,54000016,09,0,5.332,8605.607,3,54,Jefferson,3,8605.60695687697
13058,26080000,14,0,3.673,5900.2209,2,26,Alachua,2,5900.22092597202
13059,93000258,17,0,1.975,3177.5434,4,93,Palm Beach,4,3177.54336436584
13060,86900008,19,0,0.12,193.9191,4,86,Broward,4,193.919071711284
13061,26000094,17,0,1.692,2720.6315,2,26,Alachua,2,2720.6314548075
13062,93000304,18,0,0.685,1099.7398,4,93,Palm Beach,4,1099.73983024253
13063,55000029,17,0,1.1,1772.2687,3,55,Leon,3,1772.26871192229
13064,75000551,17,0,0.541,861.9862,5,75,Orange,5,861.986195335169
13065,75000471,19,0,0.189,303.8311,5,75,Orange,5,303.831082922494
13066,86900270,19,0,0.197,316.9977,4,86,Broward,4,316.997711459695
13067,86900217,19,0,0.617,992.2844,4,86,Broward,4,992.284428067394
13068,54530000,08,0,8.149,13132.6361,3,54,Jefferson,3,13132.6360733166
13069,26504000,17,0,1.194,1931.1264,2,26,Alachua,2,1931.12642756659
13070,26000198,17,0.309,2.729,3893.982,2,26,Alachua,2,3893.98201213514
13071,53900015,09,0,1.655,2661.8475,3,53,Jackson,3,2661.84754469289
13072,55000108,19,0.089,1.074,1582.0649,3,55,Leon,3,1582.0649290972
13073,55000013,18,0,0.76,1225.6194,3,55,Leon,3,1225.61935435589
13074,75000519,17,0,0.273,451.795,5,75,Orange,5,451.794994118565
13075,75000435,18,0,1.069,1719.1272,5,75,Orange,5,1719.12722597103
13076,93000298,18,0,0.587,944.4414,4,93,Palm Beach,4,944.441444249009
13077,26680000,08,0,5.685,9145.8464,2,26,Alachua,2,9145.84641586138
13078,75000406,17,0,0.485,781.6331,5,75,Orange,5,781.633126599544
13079,75000348,17,0,2.204,3545.1615,5,75,Orange,5,3545.16147608581
13080,86900252,19,0,0.25,401.9019,4,86,Broward,4,401.90190476781
13081,54900010,09,0,1.524,2452.2074,3,54,Jefferson,3,2452.20737449068
13082,55000034,19,3.062,4.024,1549.4563,3,55,Leon,3,1549.4563340369
13083,86900164,19,0,0.858,1381.6124,4,86,Broward,4,1381.61235587832
13084,86900096,19,0,0.307,493.7759,4,86,Broward,4,493.7759381314
13085,26130000,16,6.224,6.254,48.3791,2,26,Alachua,2,48.3791485852621
13086,93000261,18,1.917,3.025,1781.1804,4,93,Palm Beach,4,1781.18041063501
13087,26520000,17,0,0.779,1254.4577,2,26,Alachua,2,1254.45772783405
13088,75000376,17,0,3.175,5118.3142,5,75,Orange,5,5118.31423384354
13089,86523500,17,0,2.502,4034.8019,4,86,Broward,4,4034.8018872798
13090,93000349,18,0,1.572,2536.2287,4,93,Palm Beach,4,2536.22870770229
13091,86900196,17,0,0.491,786.7525,4,86,Broward,4,786.752459106788
13092,54010000,06,3.688,19.903,26105.2516,3,54,Jefferson,3,26105.2516062129
13093,75000408,17,0.504,1.444,1513.4825,5,75,Orange,5,1513.48248295863
13094,75000330,17,0,1.812,2916.5331,5,75,Orange,5,2916.53309389804
13095,86900261,19,0,0.252,405.0244,4,86,Broward,4,405.024360353415
13096,55000009,17,0,1.129,1816.0015,3,55,Leon,3,1816.00152335272
13097,26000143,09,0,0.631,1009.7759,2,26,Alachua,2,1009.77586203777
13098,55000059,18,0,0.458,733.2744,3,55,Leon,3,733.274445552387
13099,86900142,19,0,0.55,885.6809,4,86,Broward,4,885.680916099605
13100,86900076,19,0,0.143,229.3023,4,86,Broward,4,229.302293478462
13101,53900004,09,0,0.872,1410.2301,3,53,Jackson,3,1410.23007527209
13102,86900193,19,0,0.624,1003.2605,4,86,Broward,4,1003.26045293339
13103,26546000,08,0,1.014,1626.2144,2,26,Alachua,2,1626.21435561968
13104,86900037,19,0,0.043,70.313,4,86,Broward,4,70.3130014009116
13105,75000309,16,0,4.084,6575.1741,5,75,Orange,5,6575.17414087499
13106,93000338,18,0,0.706,1150.9075,4,93,Palm Beach,4,1150.90748236451
13107,26900013,19,0,0.876,1411.1632,2,26,Alachua,2,1411.16321245918
13108,26530000,07,0,3.822,6156.7295,2,26,Alachua,2,6156.72949952462
13109,86900247,19,0,0.108,173.2509,4,86,Broward,4,173.250925254374
13110,86900125,19,0,0.68,1090.9173,4,86,Broward,4,1090.91734278257
13111,86900054,19,0,0.38,608.5939,4,86,Broward,4,608.593864357725
13112,26005000,14,0.291,9.716,15166.783,2,26,Alachua,2,15166.7830378101
13113,55000024,17,0,0.677,1087.4629,3,55,Leon,3,1087.46287156571
13114,86900016,19,0,0.38,618.0209,4,86,Broward,4,618.020895870651
13115,86517000,16,0,4.987,8029.2205,4,86,Broward,4,8029.22046355863
13116,86900177,19,0,0.331,532.5214,4,86,Broward,4,532.521384851762
13117,75000545,17,0,0.071,113.9522,5,75,Orange,5,113.95217030704
13118,75000463,19,0,0.671,1079.8806,5,75,Orange,5,1079.8805524151
13119,86900300,19,0,0.042,67.7549,4,86,Broward,4,67.7548664139168
13120,86900221,19,0,1.622,2609.7387,4,86,Broward,4,2609.73872790343
13121,54030000,04,0,18.076,29105.5917,3,54,Jefferson,3,29105.591697374
13122,26500000,07,0,11.375,18324.8373,2,26,Alachua,2,18324.8372792406
13123,26000197,17,0,1.16,1866.7583,2,26,Alachua,2,1866.7583487312
13124,53900021,09,0,0.239,384.4305,3,53,Jackson,3,384.430463529255
13125,55000090,19,0,0.511,823.0973,3,55,Leon,3,823.097330002878
13126,75000501,17,0,1.066,1716.587,5,75,Orange,5,1716.58695104809
13127,86900107,19,0,0.195,313.6946,4,86,Broward,4,313.694588712305
13128,93000291,18,0,0.328,528.6822,4,93,Palm Beach,4,528.68215386448
13129,26580000,09,1.754,3.852,3375.998,2,26,Alachua,2,3375.99802163161
13130,75000402,17,0,1.713,2772.9017,5,75,Orange,5,2772.90170530898
13131,75000316,16,0,2.114,3391.626,5,75,Orange,5,3391.62597299222
13132,86900249,19,0,0.054,86.6022,4,86,Broward,4,86.6021732632626
13133,26900003,19,0,0.696,1124.956,2,26,Alachua,2,1124.95597408323
13134,55000038,17,0,0.698,1133.2978,3,55,Leon,3,1133.29784480105
13135,86900156,19,0,0.281,451.0011,4,86,Broward,4,451.001058020239
13136,86900082,19,0,1.627,2614.8681,4,86,Broward,4,2614.86806093679
13137,26000190,08,0,1.818,2924.5157,2,26,Alachua,2,2924.51567556081
13138,93000274,18,1.086,2.68,2560.4314,4,93,Palm Beach,4,2560.43138037909
13139,26545000,08,0,2.025,3251.0992,2,26,Alachua,2,3251.09916594552
13140,75000368,16,0,0.505,813.7368,5,75,Orange,5,813.736769355225
13141,86570500,17,0,2.183,3514.1211,4,86,Broward,4,3514.12108672919
13142,93000344,18,0,1.382,2224.9163,4,93,Palm Beach,4,2224.91633753983
13143,75000530,18,0,2.072,3334.0438,5,75,Orange,5,3334.04381120825
13144,75000476,17,0,0.591,971.2412,5,75,Orange,5,971.241182340709
13145,27070000,16,7.544,8.738,1921.4498,2,27,Baker,2,1921.44981870413
13146,86900131,19,0,0.706,1136.9642,4,86,Broward,4,1136.96424872903
13147,54000014,09,0,0.509,819.5726,3,54,Jefferson,3,819.572593690751
13148,26050065,04,0.091,0.645,890.0984,2,26,Alachua,2,890.09840340243
13149,86900023,19,0,0.227,374.0863,4,86,Broward,4,374.086297592886
13150,26000091,07,0,0.65,1050.3452,2,26,Alachua,2,1050.3452090723
13151,93000307,19,0,0.047,75.3395,4,93,Palm Beach,4,75.3394690165503
13152,86900176,19,0,0.947,1523.7899,4,86,Broward,4,1523.78986800751
13153,75000511,17,0,0.579,931.9244,5,75,Orange,5,931.924431305805
13154,86900113,19,0,0.539,864.6834,4,86,Broward,4,864.683357283919
13155,86900277,19,0,0.217,349.5059,4,86,Broward,4,349.505897792701
13156,86900231,19,0,0.218,350.4778,4,86,Broward,4,350.477784569478
13157,75000529,16,0,0.497,798.612,5,75,Orange,5,798.612006092519
13158,75000457,17,0,1.022,1645.8061,5,75,Orange,5,1645.80612032668
13159,27510000,09,19.538,20.958,2284.909,2,27,Baker,2,2284.90897967228
13160,27070000,16,5.583,5.617,54.7647,2,27,Baker,2,54.764664019534
13161,54570014,09,0,0.05,80.6445,3,54,Jefferson,3,80.6444575504454
13162,54000013,09,0,5.599,9033.6347,3,54,Jefferson,3,9033.63467970199
13163,26020000,17,1.888,2.404,831.4816,2,26,Alachua,2,831.481631344486
13164,55000031,17,0,1.1,1764.5589,3,55,Leon,3,1764.55887962571
13165,86900029,19,0,0.44,706.9364,4,86,Broward,4,706.936350059455
13166,86516000,16,0,1.088,1752.3379,4,86,Broward,4,1752.33793937967
13167,75000500,17,0,0.164,272.945,5,75,Orange,5,272.944993805886
13168,75000441,18,0,1.283,2062.8136,5,75,Orange,5,2062.81356629083
13169,86900290,19,0,0.245,394.0512,4,86,Broward,4,394.051193070324
13170,86900233,19,0,0.413,664.3449,4,86,Broward,4,664.34489351278
13171,54570001,09,0,0.551,904.27,3,54,Jefferson,3,904.269973473193
13172,26220000,14,8.846,11.101,3623.7927,2,26,Alachua,2,3623.79270860691
13173,26002500,17,0,0.967,1563.9594,2,26,Alachua,2,1563.9593729769
13174,86900286,19,0,0.373,600.318,4,86,Broward,4,600.31800419507
13175,53900029,09,0,1.249,2011.5859,3,53,Jackson,3,2011.58589206226
13176,55000105,17,0,2.176,3515.5004,3,55,Leon,3,3515.50036777758
13177,86900149,19,0,0.5,805.0659,4,86,Broward,4,805.065884440505
13178,86900080,19,0,0.479,771.4657,4,86,Broward,4,771.465747669077
13179,86900209,19,0,1.49,2397.4411,4,86,Broward,4,2397.44106195161
13180,26560000,17,0,4.753,7661.9399,2,26,Alachua,2,7661.93987148019
13181,75000399,18,0,1.475,2395.972,5,75,Orange,5,2395.9720391083
13182,75000321,17,0,2.169,3489.4716,5,75,Orange,5,3489.4716387331
13183,93000353,18,0,2.011,3249.5737,4,93,Palm Beach,4,3249.57371855752
13184,26900006,19,0,0.264,424.0656,2,26,Alachua,2,424.065605546823
13185,27090000,11,19.567,22.255,4313.1904,2,27,Baker,2,4313.19037404413
13186,86900126,19,0,0.698,1124.8189,4,86,Broward,4,1124.81891015638
13187,53900044,09,0,0.547,885.5403,3,53,Jackson,3,885.54030262533
13188,26010000,14,10.208,17.471,11690.7326,2,26,Alachua,2,11690.7326423791
13189,93000281,16,0.398,1.538,1843.2456,4,93,Palm Beach,4,1843.24559484804
13190,86900051,19,0,0.625,1007.9465,4,86,Broward,4,1007.94649500713
13191,86531501,17,0,2.875,4625.8081,4,86,Broward,4,4625.80814658123
13192,93000341,18,0,0.94,1526.5095,4,93,Palm Beach,4,1526.50953910719
13193,75000539,18,0,2.944,4736.2612,5,75,Orange,5,4736.26124070539
13194,75000455,18,0,0.295,474.9922,5,75,Orange,5,474.992248436247
13195,27520001,19,0.004,0.631,1000.5049,2,27,Baker,2,1000.5049064807
13196,27000009,19,0,0.89,1425.5878,2,27,Baker,2,1425.58781367778
13197,54060000,07,0,3.869,6222.4709,3,54,Jefferson,3,6222.47091911347
13198,75000421,17,0,2.304,3705.5693,5,75,Orange,5,3705.5692791972
13199,75000364,17,0,2.91,4682.9353,5,75,Orange,5,4682.93529784817
13200,86600004,18,0,2.74,4398.8545,4,86,Broward,4,4398.85454104561
13201,26000084,08,0,1.996,3209.7382,2,26,Alachua,2,3209.73816068178
13202,86900170,19,0,0.273,442.4006,4,86,Broward,4,442.400576783522
13203,86900105,19,0,0.143,229.6674,4,86,Broward,4,229.667420687772
13204,86900239,19,0,0.197,317.4513,4,86,Broward,4,317.451260622714
13205,26610000,07,2.438,8.953,10480.0009,2,26,Alachua,2,10480.0008540218
13206,75000380,19,0,1.93,3111.6322,5,75,Orange,5,3111.6321513237
13207,75000336,18,0,0.614,994.1159,5,75,Orange,5,994.115938547448
13208,93000354,18,0,0.594,956.1385,4,93,Palm Beach,4,956.138532242483
13209,54900012,09,0,2.41,3872.8015,3,54,Jefferson,3,3872.80148287191
13210,53900025,19,0,0.407,651.3082,3,53,Jackson,3,651.308194362214
13211,55000070,17,0,0.938,1508.8223,3,55,Leon,3,1508.82231726384
13212,55000018,17,0,0.58,930.5188,3,55,Leon,3,930.518765555048
13213,86900140,19,0,0.125,201.2202,4,86,Broward,4,201.220199965976
13214,86900061,19,0,0.387,625.4132,4,86,Broward,4,625.413219509358
13215,26000142,18,0,1.059,1704.4377,2,26,Alachua,2,1704.43767127382
13216,86900198,19,0,1.396,2247.4152,4,86,Broward,4,2247.41524359368
13217,26507001,17,0,1,1597.9284,2,26,Alachua,2,1597.92838190557
13218,86900042,19,0,0.113,183.1221,4,86,Broward,4,183.122063873441
13219,86550500,18,0,0.51,816.3597,4,86,Broward,4,816.359694161291
13220,93000343,18,0,0.924,1488.162,4,93,Palm Beach,4,1488.16203335411
13221,26711000,09,1.795,1.98,298.4109,2,26,Alachua,2,298.410943388729
13222,26570000,07,7.367,15.247,12678.0946,2,26,Alachua,2,12678.094620958
13223,75000394,17,0,1.366,2211.3474,5,75,Orange,5,2211.34736501304
13224,75000340,17,0,0.143,230.0906,5,75,Orange,5,230.090550631043
13225,86900263,19,0,0.244,393.3054,4,86,Broward,4,393.305380912547
13226,53900019,09,0,0.36,592.8887,3,53,Jackson,3,592.888734288167
13227,55000094,19,0,0.542,872.3523,3,55,Leon,3,872.352258329905
13228,86900154,19,0,0.211,339.7006,4,86,Broward,4,339.700637440023
13229,86900074,19,0,0.704,1129.5253,4,86,Broward,4,1129.52527632134
13230,86900207,19,0,1.563,2515.5181,4,86,Broward,4,2515.51808229533
13231,26506001,16,0,3.421,5510.6598,2,26,Alachua,2,5510.65976125275
13232,86900047,19,0,0.12,193.4056,4,86,Broward,4,193.405638871201
13233,86523000,17,0,0.105,169.8876,4,86,Broward,4,169.887593081291
13234,93000328,18,0,0.294,459.4667,4,93,Palm Beach,4,459.466698756634
13235,26715000,09,0,2.148,3445.6547,2,26,Alachua,2,3445.65473514924
13236,55000059,17,0.458,1.663,1928.938,3,55,Leon,3,1928.93796877938
13237,54570021,09,0,0.199,319.2873,3,54,Jefferson,3,319.287262572736
13238,54000022,09,0,4.143,6675.1169,3,54,Jefferson,3,6675.11694545977
13239,26050066,19,0,0.16,259.9952,2,26,Alachua,2,259.995155081992
13240,93000254,17,0,0.32,513.8163,4,93,Palm Beach,4,513.816343970769
13241,86900026,19,0,0.125,202.6348,4,86,Broward,4,202.634790667656
13242,86518500,17,0,1,1615.3916,4,86,Broward,4,1615.39159469969
13243,75000531,17,0,0.183,294.9987,5,75,Orange,5,294.998745168784
13244,75000454,18,0,1.748,2813.3597,5,75,Orange,5,2813.35965591693
13245,27530000,07,0,5.251,8442.9003,2,27,Baker,2,8442.90029395881
13246,26000191,18,0,0.133,216.1196,2,26,Alachua,2,216.119637796416
13247,93000261,18,0,1.917,3081.7914,4,93,Palm Beach,4,3081.79139901022
13248,26510000,07,1.776,15.963,22829.7933,2,26,Alachua,2,22829.7932749801
13249,75000375,17,0,0.472,759.1802,5,75,Orange,5,759.180192815762
13250,86580504,17,0,2.218,3582.3921,4,86,Broward,4,3582.3920677649
13251,93000348,18,0,1.723,2780.2249,4,93,Palm Beach,4,2780.22493596934
13252,75000543,17,0,0.127,203.6369,5,75,Orange,5,203.636854092432
13253,75000477,18,0,0.227,366.7141,5,75,Orange,5,366.714058471539
13254,27000018,19,0,0.398,640.3631,2,27,Baker,2,640.36307203564
13255,54570018,09,0,0.199,319.8733,3,54,Jefferson,3,319.8732920064
13256,54000010,09,0,2.796,4498.741,3,54,Jefferson,3,4498.74096981278
13257,26020064,04,0,1.188,1901.5724,2,26,Alachua,2,1901.57242599322
13258,86900027,19,0,0.51,823.5317,4,86,Broward,4,823.531684561
13259,86509501,14,0,2.574,4154.6185,4,86,Broward,4,4154.61852963407
13260,93000314,18,0,1.495,2406.4414,4,93,Palm Beach,4,2406.44141950091
13261,86900178,19,0,0.179,278.7362,4,86,Broward,4,278.736219654133
13262,75000513,17,0,1.066,1716.5998,5,75,Orange,5,1716.59976428016
13263,75000438,17,0,0.766,1227.3869,5,75,Orange,5,1227.38687383667
13264,86900273,19,0,0.227,364.6814,4,86,Broward,4,364.681383121147
13265,86900236,19,0,0.52,836.2943,4,86,Broward,4,836.294302591536
13266,54540000,09,0,6.081,9798.2503,3,54,Jefferson,3,9798.25034927484
13267,75000409,17,0.626,1.01,623.8505,5,75,Orange,5,623.850534827392
13268,26004000,16,0,2.201,3547.1837,2,26,Alachua,2,3547.18372302066
13269,86900282,19,0,0.126,203.2031,4,86,Broward,4,203.203132209975
13270,53900017,09,0,0.25,401.1164,3,53,Jackson,3,401.116384765335
13271,55000077,17,0,0.84,1341.251,3,55,Leon,3,1341.25098816627
13272,86900145,19,0,0.675,1086.1944,4,86,Broward,4,1086.194379809
13273,86900063,19,0,0.395,630.2469,4,86,Broward,4,630.246857542626
13274,86900202,19,0,0.374,601.9144,4,86,Broward,4,601.914406436631
13275,26640000,07,0,8.427,13558.4954,2,26,Alachua,2,13558.4953534998
13276,75000395,17,0,1.282,2064.3924,5,75,Orange,5,2064.39240389191
13277,75000325,16,0,3.145,5059.142,5,75,Orange,5,5059.14199430496
13278,93000355,18,0,0.855,1369.7563,4,93,Palm Beach,4,1369.75629621421
13279,26718000,08,0,8.644,13898.4834,2,26,Alachua,2,13898.4833880637
13280,55000052,19,0,0.147,234.6254,3,55,Leon,3,234.625366942238
13281,54570025,09,0,0.31,497.4218,3,54,Jefferson,3,497.421793587606
13282,54000005,09,0,1.335,2153.6832,3,54,Jefferson,3,2153.68318634534
13283,26080011,09,0,0.067,109.441,2,26,Alachua,2,109.441033743717
13284,93000283,19,0,1.45,2331.2665,4,93,Palm Beach,4,2331.2665328182
13285,27010000,06,0,17.782,28608.9223,2,27,Baker,2,28608.9222669824
13286,54530001,09,0,0.59,939.7197,3,54,Jefferson,3,939.719747813432
13287,75000412,17,0,0.119,190.146,5,75,Orange,5,190.145995868169
13288,26002501,17,0,1.824,2940.2765,2,26,Alachua,2,2940.27648951605
13289,53900011,19,0,0.347,560.443,3,53,Jackson,3,560.442956908765
13290,55000089,19,0,0.508,817.9604,3,55,Leon,3,817.960386729766
13291,75000521,17,0,0.421,676.9203,5,75,Orange,5,676.920336136549
13292,75000447,08,0,4.873,7840.621,5,75,Orange,5,7840.62104685036
13293,86900237,19,0,0.985,1584.7506,4,86,Broward,4,1584.75061855532
13294,26570001,07,0,0.467,752.8481,2,26,Alachua,2,752.848107457359
13295,75000396,17,0,0.563,901.7602,5,75,Orange,5,901.760231152501
13296,75000351,17,0,2.016,3245.7283,5,75,Orange,5,3245.72832844499
13297,93000360,18,0,0.543,878.1112,4,93,Palm Beach,4,878.111164115141
13298,54900006,09,0,0.192,308.601,3,54,Jefferson,3,308.600955492361
13299,53900006,09,0,0.086,138.7239,3,53,Jackson,3,138.723923746515
13300,55000050,18,0,2.228,3575.2012,3,55,Leon,3,3575.20116573784
13301,86900167,19,0,0.148,241.0286,4,86,Broward,4,241.028593590558
13302,86900101,19,0,1.499,2409.0848,4,86,Broward,4,2409.08484644486
13303,26000185,09,0,1.143,1839.33,2,26,Alachua,2,1839.32996173917
13304,86900203,19,0,0.501,805.9856,4,86,Broward,4,805.985578380886
13305,26543000,17,0,1.967,3173.1338,2,26,Alachua,2,3173.13384893025
13306,75000378,18,0,1.584,2540.6255,5,75,Orange,5,2540.6255185763
13307,86531500,17,0,2.535,4076.8543,4,86,Broward,4,4076.85433523656
13308,93000331,18,0,0.415,667.466,4,93,Palm Beach,4,667.465953083595
13309,26900012,19,0,0.365,596.0414,2,26,Alachua,2,596.041436286963
13310,86900304,19,0,0.494,795.6217,4,86,Broward,4,795.621697094561
13311,27030000,16,8.439,12.306,6220.298,2,27,Baker,2,6220.29799974723
13312,86900135,19,0,0.542,872.0517,4,86,Broward,4,872.051715501401
13313,86900057,19,0,0.382,615.7806,4,86,Broward,4,615.780621207608
13314,26070168,17,0,0.043,69.5924,2,26,Alachua,2,69.5924186394557
13315,93000266,18,0,1.426,2298.0896,4,93,Palm Beach,4,2298.08959076367
13316,53900040,09,0,0.039,64.3416,3,53,Jackson,3,64.3415826109419
13317,26000095,17,0,2.007,3239.9854,2,26,Alachua,2,3239.98542110556
13318,93000302,18,0,1.065,1712.5404,4,93,Palm Beach,4,1712.54038755626
13319,86900183,19,0,0.786,1265.485,4,86,Broward,4,1265.48499697484
13320,75000544,18,0,3.482,5600.1276,5,75,Orange,5,5600.12756512723
13321,75000464,17,0,1.449,2327.2953,5,75,Orange,5,2327.29529601298
13322,86900298,19,0,0.117,188.0457,4,86,Broward,4,188.045669647647
13323,86900225,19,0,0.255,409.8051,4,86,Broward,4,409.805139581114
13324,54520500,09,0,2.304,3692.2989,3,54,Jefferson,3,3692.29891194433
13325,26501001,09,2.233,2.906,1077.6743,2,26,Alachua,2,1077.67428825317
13326,75000357,17,0,0.89,1433.9595,5,75,Orange,5,1433.9594677308
13327,27540000,07,0,8.257,13288.3575,2,27,Baker,2,13288.3575333357
13328,27040000,09,14.338,22.14,12556.0766,2,27,Baker,2,12556.0766214528
13329,54570012,09,0,0.036,61.8052,3,54,Jefferson,3,61.8052078787182
13330,86900059,19,0,0.385,623.0459,4,86,Broward,4,623.04586413171
13331,26040000,04,0,1.707,2748.2927,2,26,Alachua,2,2748.29266292054
13332,86900195,19,0,0.173,278.4928,4,86,Broward,4,278.492809608836
13333,86600006,19,0,0.102,162.9187,4,86,Broward,4,162.918664678559
13334,26000084,09,1.996,2.986,1591.9626,2,26,Alachua,2,1591.9625683411
13335,93000309,18,0,2.788,4487.1099,4,93,Palm Beach,4,4487.10989166049
13336,26700002,16,0,2.894,4671.758,2,26,Alachua,2,4671.75795922679
13337,75000469,09,0,0.862,1386.2567,5,75,Orange,5,1386.25670663436
13338,86900281,19,0,0.126,202.3825,4,86,Broward,4,202.382539643981
13339,86900219,19,0,0.111,178.5768,4,86,Broward,4,178.576849281725
13340,54570006,09,0,0.146,235.9741,3,54,Jefferson,3,235.974114997952
13341,26260000,01,0,8.495,13664.9582,2,26,Alachua,2,13664.9581506437
13342,75000361,17,0,0.855,1377.7479,5,75,Orange,5,1377.74788242693
13343,53900030,09,0,0.708,1122.8448,3,53,Jackson,3,1122.84480493593
13344,55000093,19,0,0.501,810.4035,3,55,Leon,3,810.403498987011
13345,75000514,17,0,1.161,1869.0801,5,75,Orange,5,1869.08005004047
13346,86900111,19,0,0.485,777.7684,4,86,Broward,4,777.768414190195
13347,75000555,17,0,2.982,4799.0971,5,75,Orange,5,4799.09711089632
13348,26590000,07,0,9.698,15607.1793,2,26,Alachua,2,15607.1792668315
13349,75000408,17,0,0.381,616.3727,5,75,Orange,5,616.372684189889
13350,75000350,18,0,2.146,3451.8917,5,75,Orange,5,3451.89167444285
13351,86900265,19,0,0.192,308.6739,4,86,Broward,4,308.673922675204
13352,54900011,09,0,0.308,495.7378,3,54,Jefferson,3,495.737829003849
13353,55000058,07,0,5.03,8100.4053,3,55,Leon,3,8100.40529058399
13354,86900166,19,0,0.451,726.1638,4,86,Broward,4,726.1638082806
13355,86900099,19,0,0.444,715.8503,4,86,Broward,4,715.850333928924
13356,26000192,18,0,0.806,1296.9913,2,26,Alachua,2,1296.99130154107
13357,86900190,19,0,0.318,511.3294,4,86,Broward,4,511.329375008905
13358,26544000,17,0,0.995,1592.8026,2,26,Alachua,2,1592.80264048414
13359,75000369,17,0,2.616,4200.0177,5,75,Orange,5,4200.01774489779
13360,86560000,17,2.239,2.844,973.4407,4,86,Broward,4,973.440741451552
13361,93000330,18,0,0.84,1352.73,4,93,Palm Beach,4,1352.73003694198
13362,26900005,09,0,0.793,1276.1411,2,26,Alachua,2,1276.14105468242
13363,26511000,07,0,3.428,5518.3334,2,26,Alachua,2,5518.33336503313
13364,27590000,08,0,8.527,13723.1282,2,27,Baker,2,13723.1281605963
13365,27000010,09,0,0.163,264.1388,2,27,Baker,2,264.138766439126
13366,54570024,09,0,0.41,661.6874,3,54,Jefferson,3,661.687412952897
13367,54000023,09,0,1.772,2846.554,3,54,Jefferson,3,2846.55404620593
13368,26070068,17,0,1.691,2704.4025,2,26,Alachua,2,2704.40252440161
13369,86900185,19,0,0.681,1096.0106,4,86,Broward,4,1096.01059927617
13370,86900033,19,0,0.25,404.2931,4,86,Broward,4,404.293116890358
13371,26000058,19,0,0.405,659.8548,2,26,Alachua,2,659.85482145716
13372,55000026,17,0,1.435,2297.5945,3,55,Leon,3,2297.59450307812
13373,75000540,17,0,0.176,283.2233,5,75,Orange,5,283.223327419333
13374,75000460,19,0,0.346,557.667,5,75,Orange,5,557.667003717101
13375,86900296,19,0,0.12,192.6594,4,86,Broward,4,192.659363896473
13376,86900215,19,0,0.093,149.3848,4,86,Broward,4,149.384786428727
13377,54040000,06,0,6.002,9652.9905,3,54,Jefferson,3,9652.99054578247
13378,26260048,19,0,0.791,1277.3037,2,26,Alachua,2,1277.30367036499
13379,75000365,17,0,1.978,3171.6141,5,75,Orange,5,3171.61406551139
13380,86900291,19,0,0.132,211.7447,4,86,Broward,4,211.744711089519
13381,53900037,09,0,0.487,793.6041,3,53,Jackson,3,793.604066497831
13382,55000106,18,0,1.031,1676.3083,3,55,Leon,3,1676.30830729869
13383,75000516,18,0,1.673,2692.2198,5,75,Orange,5,2692.21976183506
13384,75000436,14,0,2.282,3666.7042,5,75,Orange,5,3666.70419800035
13385,93000285,18,0,0.502,807.4502,4,93,Palm Beach,4,807.450199941549
13386,26670000,18,0,3.805,6138.1687,2,26,Alachua,2,6138.16870485753
13387,75000393,17,0,0.631,1015.7024,5,75,Orange,5,1015.70236970155
13388,75000334,17,0,0.292,466.3828,5,75,Orange,5,466.382812023794
13389,93000352,18,0,0.696,1132.7559,4,93,Palm Beach,4,1132.75593548145
13390,26900008,09,0,0.056,89.6254,2,26,Alachua,2,89.6253708861728
13391,55000062,17,0,0.28,448.4454,3,55,Leon,3,448.445414365187
13392,53900016,09,0,0.857,1382.1109,3,53,Jackson,3,1382.11086933743
13393,55000085,17,0,0.906,1466.0293,3,55,Leon,3,1466.02930299085
13394,75000512,17,0,0.07,111.9798,5,75,Orange,5,111.979845099312
13395,86900110,19,0,0.764,1230.0192,4,86,Broward,4,1230.01919485791
13396,93000295,18,0,0.341,550.6971,4,93,Palm Beach,4,550.697056202562
13397,26700001,16,0,2.273,3659.021,2,26,Alachua,2,3659.02103491308
13398,75000385,17,0,0.349,565.9013,5,75,Orange,5,565.901256635535
13399,75000323,17,0,7.171,11503.639,5,75,Orange,5,11503.6389885818
13400,86900260,19,0,0.346,557.6086,4,86,Broward,4,557.608570601252
13401,26714000,08,0,5.104,8234.518,2,26,Alachua,2,8234.51804555342
13402,55000050,08,2.228,3.101,1398.9171,3,55,Leon,3,1398.91707395473
13403,86900163,19,0,0.567,912.4033,4,86,Broward,4,912.403254916408
13404,86900067,19,0,0.292,467.1835,4,86,Broward,4,467.183500355962
13405,86900046,19,0,0.204,327.4463,4,86,Broward,4,327.446311303432
13406,86530500,17,2.038,2.932,1438.1779,4,86,Broward,4,1438.17793939667
13407,93000335,18,0,0.417,679.5984,4,93,Palm Beach,4,679.598443647706
