FID,ROADWAY,FUNCLASS,BEGIN_POST,END_POST,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
1,38650000,09,0.306,0.507,323.6383,2,38,Taylor,2,323.638319208999
2,77503000,18,0,2.263,3636.0321,5,77,Seminole,5,3636.03213770121
3,14000126,17,0,2.492,3985.3246,7,14,Pasco,7,3985.32461506654
4,01000024,17,0.394,1.458,1721.3414,1,01,Charlotte,1,1721.34143850351
5,01512000,17,0,1.703,2740.8256,1,01,Charlotte,1,2740.82561807741
6,14090000,14,14.56,20.286,9213.3804,7,14,Pasco,7,9213.38041073198
7,02000074,18,0,0.382,611.8301,7,02,Citrus,7,611.830138531842
8,77000029,17,0,0.878,1412.7393,5,77,Seminole,5,1412.73934613225
9,46000013,19,0,0.239,382.3465,3,46,Bay,3,382.346504583347
10,14121000,14,0,1.93,3116.9521,7,14,Pasco,7,3116.95213431621
11,01000179,17,0,0.647,1029.9487,1,01,Charlotte,1,1029.94872146541
12,77000249,18,0,1.083,1740.8261,5,77,Seminole,5,1740.82610480303
13,77000218,17,0,1.681,2718.1295,5,77,Seminole,5,2718.12946271126
14,14000080,16,0,3.826,6148.1856,7,14,Pasco,7,6148.18560310347
15,87270120,19,0,0.584,945.1553,6,87,Miami-Dade,6,945.155285618854
16,14000226,18,0,0.194,316.1995,7,14,Pasco,7,316.199497215994
17,38520000,17,0,1.426,2297.8423,2,38,Taylor,2,2297.84229231383
18,02560000,17,0,2.486,4005.6748,7,02,Citrus,7,4005.67475458712
19,70770500,19,0,0.12,196.2082,5,70,Brevard,5,196.208237890859
20,39900009,09,0,1.738,2796.6759,2,39,Union,2,2796.6759115593
21,14000201,17,0,1.366,2198.5764,7,14,Pasco,7,2198.57643284776
22,01000105,07,8.297,8.376,127.3472,1,01,Charlotte,1,127.34723822239
23,37040000,06,26.79,32.407,9036.737,2,37,Suwannee,2,9036.73695951391
24,87260100,19,0,0.34,550.5074,6,87,Miami-Dade,6,550.507404967213
25,77000204,17,0,0.98,1574.324,5,77,Seminole,5,1574.32401974602
26,37510000,07,1.207,12.141,17594.6041,2,37,Suwannee,2,17594.6040739939
27,70030101,14,0,1.397,2238.6385,5,70,Brevard,5,2238.63849381718
28,14900003,19,0,0.703,1124.6359,7,14,Pasco,7,1124.6359353535
29,70510001,18,0,2.148,3462.7325,5,70,Brevard,5,3462.73249295719
30,39507000,08,0,4.26,6854.207,2,39,Union,2,6854.20702006595
31,87471000,12,36.183,38.763,4157.0608,6,87,Miami-Dade,8,4157.06078306172
32,14000148,18,0,0.993,1595.1869,7,14,Pasco,7,1595.18691146886
33,01000036,07,0,0.174,280.9106,1,01,Charlotte,1,280.910647729835
34,02000042,17,0,2.078,3332.2277,7,02,Citrus,7,3332.22772486874
35,70180000,14,0,2.48,3993.5444,5,70,Brevard,5,3993.54441803307
36,37000045,08,0,1.528,2458.7697,2,37,Suwannee,2,2458.76967956138
37,02000058,08,0,5.229,8427.9218,7,02,Citrus,7,8427.92183941096
38,77000013,19,0,0.316,499.3567,5,77,Seminole,5,499.356732707681
39,70014000,14,0,4.604,7408.8177,5,70,Brevard,5,7408.81766168803
40,14507000,17,0,3.066,4941.6396,7,14,Pasco,7,4941.63957260339
41,01075000,11,9.151,21.968,20667.2977,1,01,Charlotte,1,20667.2977391049
42,77000411,18,0,1.527,2520.4269,5,77,Seminole,5,2520.4268765818
43,38651000,17,3.196,3.206,16.0789,2,38,Taylor,2,16.0788945904582
44,77501000,14,0,4.755,7656.2581,5,77,Seminole,5,7656.25811767832
45,14000121,18,0.786,2.452,2667.6142,7,14,Pasco,7,2667.61422822205
46,01000019,17,0,2.276,3657.987,1,01,Charlotte,1,3657.98698933921
47,02000004,17,0,3.284,5301.855,7,02,Citrus,7,5301.85498893582
48,70160002,07,0.002,0.784,1258.8676,5,70,Brevard,5,1258.86758680124
49,02560000,07,2.486,7.793,8551.0267,7,02,Citrus,7,8551.0266749318
50,70900001,19,0,0.263,423.153,5,70,Brevard,5,423.153005473792
51,46000037,09,0,4.846,7824.7242,3,46,Bay,3,7824.72420781513
52,14120000,14,10.692,11.212,836.7289,7,14,Pasco,7,836.728861068418
53,01000537,17,0,1.918,3086.2889,1,01,Charlotte,1,3086.28890907735
54,77000251,18,0,1.226,1972.047,5,77,Seminole,5,1972.0469834464
55,77000226,17,0,1.052,1691.9078,5,77,Seminole,5,1691.90783268574
56,14000099,17,0,0.102,163.7069,7,14,Pasco,7,163.706876809943
57,87260601,19,0,0.428,684.8571,6,87,Miami-Dade,6,684.857107977712
58,38030000,14,0,3.979,6407.0473,2,38,Taylor,2,6407.04731183526
59,14000233,18,0,1.637,2620.5881,7,14,Pasco,7,2620.58810129276
60,38509501,09,0,5.822,9372.1074,2,38,Taylor,2,9372.1073679041
61,02000051,08,0,2.189,3569.3771,7,02,Citrus,7,3569.37707354323
62,77000431,18,0,0.243,388.6955,5,77,Seminole,5,388.695545576929
63,39510000,07,8.377,8.93,889.5198,2,39,Union,2,889.519817964633
64,14000198,18,0,0.557,926.7494,7,14,Pasco,7,926.74937986399
65,01000087,17,0,2.7,4394.051,1,01,Charlotte,1,4394.05098996134
66,14000073,18,0,1.26,2023.535,7,14,Pasco,7,2023.53496333724
67,02050001,18,0,0.087,147.6638,7,02,Citrus,7,147.66383584954
68,77000065,17,0,0.218,355.6803,5,77,Seminole,5,355.680297113526
69,37505000,09,0,0.405,653.0946,2,37,Suwannee,2,653.094616682603
70,70050000,14,8.968,18.478,15301.9917,5,70,Brevard,5,15301.991666909
71,14900005,19,0,0.358,574.2292,7,14,Pasco,7,574.229211725997
72,77000425,18,0,0.713,1157.5152,5,77,Seminole,5,1157.51516978978
73,39000011,09,0,0.489,786.9088,2,39,Union,2,786.908780043804
74,87522500,16,0,3.818,6159.5663,6,87,Miami-Dade,6,6159.56627017043
75,14000140,18,0,0.563,903.5659,7,14,Pasco,7,903.565872253952
76,01000033,17,0,0.711,1148.3037,1,01,Charlotte,1,1148.30369391664
77,02000032,18,0,1.808,2907.1348,7,02,Citrus,7,2907.13479173675
78,02520000,16,10.691,11.897,1939.6974,7,02,Citrus,7,1939.69738833305
79,70501000,17,6.593,7.325,1178.5467,5,70,Brevard,5,1178.546746228
80,39600000,09,0,10.998,17691.1543,2,39,Union,2,17691.154319385
81,14000203,18,0,0.369,607.0445,7,14,Pasco,7,607.044546797793
82,01000089,17,2.42,3.726,2102.6563,1,01,Charlotte,1,2102.65628745152
83,14000077,18,0,1.007,1624.2998,7,14,Pasco,7,1624.29977494232
84,02040000,14,0.137,4.752,7388.0266,7,02,Citrus,7,7388.02662094256
85,77000077,16,0,2.049,3296.5264,5,77,Seminole,5,3296.5264134127
86,37560000,07,0,18.955,30503.8726,2,37,Suwannee,2,30503.872648883
87,70060000,14,17.528,36.148,29977.7509,5,70,Brevard,5,29977.750904083
88,14572000,14,0,1.774,2850.2546,7,14,Pasco,7,2850.25459884286
89,77000415,18,0,4.605,7407.4529,5,77,Seminole,5,7407.45290725788
90,38900012,19,0,0.52,838.1454,2,38,Taylor,2,838.145448606611
91,87504500,16,0,2.784,4480.6749,6,87,Miami-Dade,6,4480.67487413884
92,14000166,18,0,1.353,2167.8488,7,14,Pasco,7,2167.84881825501
93,01000071,17,0,1.07,1729.3646,1,01,Charlotte,1,1729.36462857303
94,02000016,17,0,4.366,7040.7796,7,02,Citrus,7,7040.77961512304
95,70180000,14,2.48,3.111,1016.0917,5,70,Brevard,5,1016.09173214737
96,37000048,09,0,4.041,6499.7385,2,37,Suwannee,2,6499.73850118991
97,02000063,08,0,0.981,1592.6095,7,02,Citrus,7,1592.60952342644
98,77000003,18,0,0.881,1413.5381,5,77,Seminole,5,1413.5380722076
99,70010000,14,0,6.259,10070.85,5,70,Brevard,5,10070.8500394007
100,14510001,17,0,0.013,20.6469,7,14,Pasco,7,20.6468773413168
101,01060000,14,9.23,10.428,1933.4234,1,01,Charlotte,1,1933.42341848718
102,77000253,19,0,0.714,1147.0611,5,77,Seminole,5,1147.06107839261
103,38580000,17,13.253,14.482,1978.2178,2,38,Taylor,2,1978.21776926439
104,77510000,16,2.049,8.232,9887.1258,5,77,Seminole,5,9887.12576278506
105,14000135,17,0,0.061,103.4328,7,14,Pasco,7,103.432789575634
106,01000007,06,0.941,1.18,384.6397,1,01,Charlotte,1,384.639669254022
107,02000006,18,1.522,5.336,6124.3448,7,02,Citrus,7,6124.34484616101
108,14050300,18,0,0.447,718.1315,7,14,Pasco,7,718.131468056638
109,38651000,07,0,3.196,5146.1122,2,38,Taylor,2,5146.11217909546
110,14000060,17,0,2.265,3650.8369,7,14,Pasco,7,3650.8369325092
111,70610500,18,0,1.373,2203.2234,5,70,Brevard,5,2203.22336839084
112,46000031,09,0,1.321,2137.4958,3,46,Bay,3,2137.49576446732
113,14120000,14,11.212,13.081,3007.4378,7,14,Pasco,7,3007.43780030222
114,01000174,17,0,0.613,991.7785,1,01,Charlotte,1,991.778505879413
115,37900009,09,0,2.933,4720.2127,2,37,Suwannee,2,4720.21274827715
116,77000237,18,0,0.254,403.1295,5,77,Seminole,5,403.129508808039
117,14000101,18,0,1.314,2115.0395,7,14,Pasco,7,2115.03945647307
118,87270140,19,0,0.901,1450.8839,6,87,Miami-Dade,6,1450.8839091625
119,38000018,09,0,0.9,1447.3572,2,38,Taylor,2,1447.35722457686
120,14050000,16,14.61,14.788,286.2973,7,14,Pasco,7,286.297276207984
121,38511000,09,0,2.498,4017.0597,2,38,Taylor,2,4017.05968437825
122,02540000,07,5.214,14.333,14660.9152,7,02,Citrus,7,14660.915244222
123,70471000,12,3.851,4.446,947.5107,5,70,Brevard,8,947.510662060716
124,39540000,08,6.071,11.004,7938.843,2,39,Union,2,7938.84295176741
125,87504504,16,0,1.73,2785.8411,6,87,Miami-Dade,6,2785.84106009656
126,14000193,18,0,0.959,1584.6681,7,14,Pasco,7,1584.66814063456
127,01000082,19,0,2.529,4070.5304,1,01,Charlotte,1,4070.53039153047
128,14000071,17,0,2.68,4300.228,7,14,Pasco,7,4300.22801217429
129,02070000,17,6.789,11.893,8197.4091,7,02,Citrus,7,8197.40905543124
130,77000059,17,0,1.858,3000.7468,5,77,Seminole,5,3000.74684370022
131,37550000,17,15.873,16.866,1597.9685,2,37,Suwannee,2,1597.9685142862
132,70120000,14,5.257,8.398,5055.8393,5,70,Brevard,5,5055.83927949619
133,14900004,19,0,1.448,2332.2473,7,14,Pasco,7,2332.24729423989
134,77000420,18,0.718,0.85,212.7277,5,77,Seminole,5,212.727741611237
135,38900010,19,0,0.168,270.4706,2,38,Taylor,2,270.470569734458
136,77502000,17,9.014,9.621,978.9363,5,77,Seminole,5,978.936266963628
137,14000173,18,0,0.716,1159.9672,7,14,Pasco,7,1159.96718980749
138,01000035,17,0,5.531,8886.7391,1,01,Charlotte,1,8886.73910973593
139,02000025,17,0,2.412,3870.3597,7,02,Citrus,7,3870.35972744786
140,70160001,07,1.114,1.732,994.6219,5,70,Brevard,5,994.621856477094
141,02000061,18,0,0.874,1410.6821,7,02,Citrus,7,1410.68214998511
142,77000004,16,2.309,4.274,3164.0993,5,77,Seminole,5,3164.09925943943
143,46000050,19,0.149,2.345,3551.8746,3,46,Bay,3,3551.87463233356
144,14570101,16,0,0.191,315.2193,7,14,Pasco,7,315.219277142678
145,01040000,14,0,6.425,10346.1584,1,01,Charlotte,1,10346.1584221803
146,77000254,17,0,0.8,1288.4002,5,77,Seminole,5,1288.40023945143
147,77000225,16,0,1.625,2612.8108,5,77,Seminole,5,2612.81078663929
148,14000127,18,0,1.216,1957.8739,7,14,Pasco,7,1957.87385965549
149,01000002,16,0,3.503,5640.106,1,01,Charlotte,1,5640.10598755109
150,01560000,16,0,3.032,4878.8576,1,01,Charlotte,1,4878.85755129316
151,14010000,14,0.012,6.382,10248.9945,7,14,Pasco,7,10248.9944727345
152,38510000,17,1.876,1.908,51.467,2,38,Taylor,2,51.4670309848634
153,02600000,08,0,2.502,4020.3558,7,02,Citrus,7,4020.35583481461
154,70640500,17,0,2.637,4252.2834,5,70,Brevard,5,4252.28338737249
155,14090000,14,0,3.631,5842.4002,7,14,Pasco,7,5842.4001807947
156,02000062,18,0,0.481,775.277,7,02,Citrus,7,775.27700619066
157,77000004,17,0,2.309,3718.037,5,77,Seminole,5,3718.03704035487
158,46000043,19,0,2,3226.7605,3,46,Bay,3,3226.76046862301
159,14530000,07,0,5.409,8707.7477,7,14,Pasco,7,8707.74770999498
160,01040201,14,0,4.425,7120.5778,1,01,Charlotte,1,7120.57775457474
161,77000240,18,0,0.856,1375.4108,5,77,Seminole,5,1375.41075109205
162,38900001,09,0,0.485,774.1751,2,38,Taylor,2,774.17513262541
163,77550501,18,0,1.722,2770.0164,5,77,Seminole,5,2770.01644276878
164,14000130,07,1.516,4.056,4077.0656,7,14,Pasco,7,4077.06557081731
165,01000011,16,0,3.701,5964.3484,1,01,Charlotte,1,5964.34844800345
166,02000002,17,0,3.409,5490.9385,7,02,Citrus,7,5490.93854782702
167,14000235,18,0,0.287,465.8069,7,14,Pasco,7,465.806913348056
168,15000021,18,0,0.433,694.1141,7,15,Pinellas,7,694.114057898854
169,02900004,19,0,0.158,261.1259,7,02,Citrus,7,261.125930587854
170,71000010,09,0,4.834,7770.8677,2,71,Clay,2,7770.86768004833
171,39900011,09,0,2.304,3709.7553,2,39,Union,2,3709.75528431993
172,14090000,06,25.204,28.651,5546.4413,7,14,Pasco,7,5546.44125279605
173,01000589,07,0,5.336,8617.897,1,01,Charlotte,1,8617.89698276415
174,77000230,18,0,2.352,3783.0149,5,77,Seminole,5,3783.01491782576
175,14000094,18,0,0.839,1340.4229,7,14,Pasco,7,1340.42294951824
176,87260530,18,0,0.982,1608.9282,6,87,Miami-Dade,6,1608.92818620062
177,38000008,17,0,0.427,699.5598,2,38,Taylor,2,699.559834138538
178,70120000,16,0.923,2.258,2148.8743,5,70,Brevard,5,2148.87430578864
179,14630000,17,2.606,2.696,144.9762,7,14,Pasco,7,144.976178742541
180,02000046,18,0,6.836,10974.0582,7,02,Citrus,7,10974.0581693269
181,70520000,16,7.201,10.073,4626.621,5,70,Brevard,5,4626.62100576722
182,39570000,08,0,3.451,5558.4233,2,39,Union,2,5558.42328754017
183,87471000,12,0.284,36.183,57843.2984,6,87,Miami-Dade,8,57843.2983603787
184,14000217,18,0,0.227,365.8669,7,14,Pasco,7,365.866926115285
185,01000075,17,0,2.249,3575.8106,1,01,Charlotte,1,3575.81062648566
186,02506000,08,0,0.729,1174.7097,7,02,Citrus,7,1174.70971608145
187,37040000,16,23.186,26.79,5798.2516,2,37,Suwannee,2,5798.25157060424
188,02010005,14,0,0.207,320.9967,7,02,Citrus,7,320.996663941173
189,77000063,16,0,1.881,3018.9352,5,77,Seminole,5,3018.93516929784
190,37510000,17,0,1.207,1942.3041,2,37,Suwannee,2,1942.30406611128
191,46000044,19,0,0.508,816.4752,3,46,Bay,3,816.475162408917
192,14520000,07,0,7.083,11398.2124,7,14,Pasco,7,11398.2124097167
193,77000402,17,0,0.398,629.5857,5,77,Seminole,5,629.585745580765
194,39050000,07,0,13.348,21465.0331,2,39,Union,2,21465.0331005995
195,77590000,17,0,4.862,7790.5292,5,77,Seminole,5,7790.52923072018
196,14000171,17,0,0.447,719.9013,7,14,Pasco,7,719.901252060092
197,01000072,17,1.074,1.742,1068.741,1,01,Charlotte,1,1068.74100591084
198,02000017,18,0,1.78,2878.085,7,02,Citrus,7,2878.08497351239
199,14050000,04,21.183,22.212,1655.4724,7,14,Pasco,7,1655.47240728739
200,02000072,18,0,0.489,784.5157,7,02,Citrus,7,784.515727851764
201,77000009,18,0.125,2.571,3931.3377,5,77,Seminole,5,3931.33772723884
202,46000026,19,0,4.2,6739.8917,3,46,Bay,3,6739.89169921036
203,14140000,01,13.244,20.352,11451.8304,7,14,Pasco,7,11451.8304195757
204,01000532,17,0,2.979,4813.2762,1,01,Charlotte,1,4813.27615810775
205,77000245,18,0,0.787,1266.4744,5,77,Seminole,5,1266.47437114064
206,77000220,17,0,0.611,989.0652,5,77,Seminole,5,989.065236307284
207,14000121,17,0,0.786,1258.5028,7,14,Pasco,7,1258.50276326091
208,02000002,17,3.409,6.151,4416.6646,7,02,Citrus,7,4416.6646068363
209,14000237,18,0,0.077,121.6156,7,14,Pasco,7,121.61557943987
210,38514000,08,0,0.316,508.5121,2,38,Taylor,2,508.5121008766
211,02580000,18,0,4.739,7614.1919,7,02,Citrus,7,7614.1919285845
212,70610000,17,0,2.03,3267.4558,5,70,Brevard,5,3267.45581159488
213,39590000,08,0,2.471,3981.7487,2,39,Union,2,3981.74866197125
214,14000187,18,0,0.648,1049.6447,7,14,Pasco,7,1049.64466826496
215,01000086,17,0,5.393,8679.5199,1,01,Charlotte,1,8679.51994506767
216,14000096,18,0,0.246,395.1907,7,14,Pasco,7,395.190688306186
217,87260522,19,0,1.065,1734.9945,6,87,Miami-Dade,6,1734.99448270016
218,01501000,16,3.764,4.894,1818.1035,1,01,Charlotte,1,1818.10345507834
219,37900012,09,0,0.349,565.2801,2,37,Suwannee,2,565.280104450163
220,70060000,06,0,0.003,4.8297,5,70,Brevard,5,4.82970147659755
221,14620000,16,2.811,4.059,2009.6406,7,14,Pasco,7,2009.64062107519
222,70503000,17,1.48,2.453,1568.8197,5,70,Brevard,5,1568.81969383408
223,38900011,19,0,0.659,1060.0576,2,38,Taylor,2,1060.05760065077
224,87504503,16,0,2.51,4044.7712,6,87,Miami-Dade,6,4044.77124231727
225,14000157,18,0,1.807,2908.4355,7,14,Pasco,7,2908.43549874002
226,01000045,16,0,0.862,1388.9819,1,01,Charlotte,1,1388.98186185546
227,02000036,18,0,1.253,2015.4411,7,02,Citrus,7,2015.44113502959
228,37501000,07,1.542,1.751,317.3654,2,37,Suwannee,2,317.365390024521
229,39580000,09,0,4.283,6893.3158,2,39,Union,2,6893.31582017375
230,87620500,16,0,1.33,2139.5793,6,87,Miami-Dade,6,2139.57929300758
231,14000207,17,0,0.738,1188.5638,7,14,Pasco,7,1188.56383141089
232,01000081,17,0,2.352,3790.3153,1,01,Charlotte,1,3790.3153023661
233,14000092,18,0,1.341,2155.8975,7,14,Pasco,7,2155.89745106938
234,87260531,18,0,1.002,1610.4711,6,87,Miami-Dade,6,1610.47106149211
235,37900013,09,0,3.241,5217.059,2,37,Suwannee,2,5217.05900302093
236,70100121,17,0,0.153,245.696,5,70,Brevard,5,245.695973117708
237,14630000,16,2.696,4.741,3294.5216,7,14,Pasco,7,3294.5216269531
238,02504000,09,0,2.143,3449.0174,7,02,Citrus,7,3449.01735059008
239,70505000,16,0,0.496,786.5648,5,70,Brevard,5,786.564778797678
240,39000013,09,0,0.625,1005.9261,2,39,Union,2,1005.92607462562
241,87504505,16,0,1.318,2121.4653,6,87,Miami-Dade,6,2121.4653280792
242,14000150,18,0,1.106,1790.4682,7,14,Pasco,7,1790.46823178844
243,01000046,16,0,1.347,2167.6386,1,01,Charlotte,1,2167.6386385418
244,02000020,08,0,7.147,11480.5342,7,02,Citrus,7,11480.5341567269
245,37010000,16,10.518,14.387,6227.6365,2,37,Suwannee,2,6227.63645116029
246,02050000,14,0,11.543,18583.6238,7,02,Citrus,7,18583.6237727647
247,77000053,17,0,7.415,11920.0843,5,77,Seminole,5,11920.084285398
248,37520000,07,0,12.237,19709.4322,2,37,Suwannee,2,19709.4322209884
249,70010000,14,6.259,17.198,17600.9458,5,70,Brevard,5,17600.9458033934
250,14570000,18,10.444,11.345,1452.9591,7,14,Pasco,7,1452.95912533678
251,77000429,18,0,1.093,1770.1488,5,77,Seminole,5,1770.14881814457
252,38530000,17,1.031,1.938,1459.6809,2,38,Taylor,2,1459.68086329034
253,77550500,08,2.378,6.349,6387.7812,5,77,Seminole,5,6387.78123882222
254,14000125,17,0,0.616,990.1396,7,14,Pasco,7,990.139629253485
255,01000016,17,0.438,2.282,2971.2199,1,01,Charlotte,1,2971.21987599339
256,01900066,19,0,0.187,305.7091,1,01,Charlotte,1,305.709082867968
257,70140000,04,8.541,11.272,4393.6396,5,70,Brevard,5,4393.63963197981
258,77000028,18,0,1.677,2682.3287,5,77,Seminole,5,2682.32866398563
259,46000033,09,0,3.912,6314.868,3,46,Bay,3,6314.86796973024
260,14120000,14,21.377,24.297,4698.4172,7,14,Pasco,7,4698.41719380994
261,01000550,17,0,4.338,6983.0675,1,01,Charlotte,1,6983.06751446943
262,77000247,18,0,0.122,195.6495,5,77,Seminole,5,195.649543991128
263,77000213,17,0,1.635,2632.6539,5,77,Seminole,5,2632.65385905029
264,14000110,17,0,1.421,2287.2624,7,14,Pasco,7,2287.26235087975
265,87260602,19,0,0.427,684.7664,6,87,Miami-Dade,6,684.766390036153
266,14000225,17,0,2.69,4332.2483,7,14,Pasco,7,4332.24830184775
267,15000020,18,0,1.928,3100.4341,7,15,Pinellas,7,3100.43407293607
268,14000064,18,0,1.66,2686.1925,7,14,Pasco,7,2686.19254784666
269,71000014,17,0,0.395,635.3027,2,71,Clay,2,635.302655745115
270,39900007,09,0,0.626,1014.7464,2,39,Union,2,1014.74643887694
271,14000200,17,0,1.18,1905.0475,7,14,Pasco,7,1905.04751423311
272,01000105,17,8.376,8.487,178.8876,1,01,Charlotte,1,178.887560947065
273,37070000,07,2.755,27.381,39624.8623,2,37,Suwannee,2,39624.862308352
274,02050000,14,17.626,23.226,9015.7795,7,02,Citrus,7,9015.77952624099
275,77000200,17,0,1.394,2247.0124,5,77,Seminole,5,2247.01237810506
276,37530000,17,0,1.339,2151.7709,2,37,Suwannee,2,2151.77088915891
277,70080000,14,0,3.19,5139.1533,5,70,Brevard,5,5139.15330016574
278,14900009,19,0,0.243,395.5746,7,14,Pasco,7,395.574582539907
279,70590000,17,0.89,5.886,8038.0428,5,70,Brevard,5,8038.04283346435
280,39000012,09,0,0.535,860.9312,2,39,Union,2,860.931204534502
281,77914000,19,0,0.566,913.0771,5,77,Seminole,5,913.077100448079
282,14000176,18,0,1.141,1837.905,7,14,Pasco,7,1837.9049651696
283,01000031,16,0,2.316,3720.9146,1,01,Charlotte,1,3720.91458029511
284,02000041,18,0,0.455,735.3384,7,02,Citrus,7,735.338405063366
285,70200500,16,0,1.238,1991.819,5,70,Brevard,5,1991.81900565709
286,37000050,09,0,2.464,3974.4723,2,37,Suwannee,2,3974.47225229853
287,02000056,18,0,7.969,12833.7622,7,02,Citrus,7,12833.7621678106
288,77000010,17,0,2.394,3851.413,5,77,Seminole,5,3851.41300468008
289,70012000,14,0,5.528,8882.7005,5,70,Brevard,5,8882.70051210073
290,14510001,07,0.013,1.891,3018.0812,7,14,Pasco,7,3018.0812237359
291,15000025,17,0,1.741,2801.4584,7,15,Pinellas,7,2801.45840577709
292,77000420,17,0,0.718,1156.7997,5,77,Seminole,5,1156.79974217958
293,38530000,17,2.248,4.078,2944.9996,2,38,Taylor,2,2944.99956318652
294,77530000,17,0,4.292,6922.0076,5,77,Seminole,5,6922.00760872263
295,14000118,17,0,2.475,3983.5141,7,14,Pasco,7,3983.51407285849
296,01000006,17,0,2.281,3671.3149,1,01,Charlotte,1,3671.3149491655
297,01560000,17,3.923,4.455,856.0601,1,01,Charlotte,1,856.060131944481
298,14090000,14,9.312,14.56,8444.3834,7,14,Pasco,7,8444.38341566125
299,38570000,07,3.215,5.174,3169.1766,2,38,Taylor,2,3169.17656721809
300,02550000,07,1.689,2.682,1600.3623,7,02,Citrus,7,1600.36228084789
301,70620500,17,0,0.4,641.8925,5,70,Brevard,5,641.89251721142
302,46000032,09,0,3.999,6475.6159,3,46,Bay,3,6475.6159289169
303,14000220,18,0,0.294,471.49,7,14,Pasco,7,471.48997692497
304,01000175,17,0,0.324,529.5176,1,01,Charlotte,1,529.517627345326
305,37000038,09,0,3.017,4855.8283,2,37,Suwannee,2,4855.82833649936
306,02000068,18,0,0.267,417.1777,7,02,Citrus,7,417.177653193622
307,71000032,18,0,3.773,6078.8548,2,71,Clay,2,6078.8547755357
308,46000070,09,0,1.029,1667.4456,3,46,Bay,3,1667.44559328191
309,14520000,16,10.426,11.192,1231.6963,7,14,Pasco,7,1231.69633432326
310,37000037,09,0,6.892,11091.1757,2,37,Suwannee,2,11091.1756673832
311,77000423,17,0,1.349,2186.1781,5,77,Seminole,5,2186.17806755062
312,38620000,07,0,3.075,4949.0181,2,38,Taylor,2,4949.0180718093
313,77505000,16,0,4.379,7044.7713,5,77,Seminole,5,7044.77128121434
314,14000114,14,0,2.954,4749.1112,7,14,Pasco,7,4749.11120488523
315,87270901,11,0,12.88,20722.3036,6,87,Miami-Dade,6,20722.3036440661
316,02000012,17,0,3.573,5734.0089,7,02,Citrus,7,5734.00889794817
317,14090000,16,21.704,25.204,5631.689,7,14,Pasco,7,5631.68895780662
318,14000059,17,0,1.531,2466.7814,7,14,Pasco,7,2466.78137305042
319,71000018,17,0,2.579,4158.6765,2,71,Clay,2,4158.67653089565
320,46000038,09,0,1.681,2722.037,3,46,Bay,3,2722.03704579604
321,14120000,04,13.081,21.327,13268.6933,7,14,Pasco,7,13268.6933262432
322,01000178,17,0,1.354,2194.7671,1,01,Charlotte,1,2194.76706632146
323,38502000,09,0,0.637,1027.9545,2,38,Taylor,2,1027.95454846174
324,77000208,18,0,1.6,2590.004,5,77,Seminole,5,2590.00402784838
325,14000084,17,0,2.27,3664.6392,7,14,Pasco,7,3664.63922357301
326,87270508,19,0,0.378,608.7851,6,87,Miami-Dade,6,608.785115286109
327,01511000,17,3.623,4.884,2029.8601,1,01,Charlotte,1,2029.86007146782
328,38060000,17,0,0.253,408.1265,2,38,Taylor,2,408.126540567838
329,14000229,17,0,1.027,1665.9004,7,14,Pasco,7,1665.90044794002
330,38510000,17,1.908,3.529,2608.8098,2,38,Taylor,2,2608.80984291613
331,02503000,09,0,0.077,124.1186,7,02,Citrus,7,124.118649895215
332,70500068,17,0,0.687,1103.9133,5,70,Brevard,5,1103.91331154029
333,39900002,09,0,1.324,2130.0668,2,39,Union,2,2130.06679786517
334,87674504,17,0,0.121,202.4362,6,87,Miami-Dade,6,202.436204862086
335,14000197,18,0,0.762,1229.7014,7,14,Pasco,7,1229.70136776908
336,01000121,18,0,1.244,2003.9927,1,01,Charlotte,1,2003.99271493413
337,14000069,17,0,6.863,11051.4712,7,14,Pasco,7,11051.4711813605
338,87260500,19,0,0.785,1243.6109,6,87,Miami-Dade,6,1243.61087251386
339,77000064,17,0,1.75,2804.9908,5,77,Seminole,5,2804.99075831072
340,37507000,07,1.067,8.191,11456.8783,2,37,Suwannee,2,11456.8783136875
341,70110000,04,0,4.516,7275.752,5,70,Brevard,5,7275.75203818309
342,14900007,19,0,0.998,1610.1416,7,14,Pasco,7,1610.14156381328
343,77000414,18,0,0.242,389.8974,5,77,Seminole,5,389.897366235193
344,39020000,06,4.846,10.245,8684.6252,2,39,Union,2,8684.62524039162
345,87502500,17,0,2.444,3933.4697,6,87,Miami-Dade,6,3933.46966722174
346,14000149,18,0,1.002,1621.6341,7,14,Pasco,7,1621.63407934977
347,01000056,16,0,0.101,172.7525,1,01,Charlotte,1,172.752492128915
348,02000040,18,0,2.178,3491.3744,7,02,Citrus,7,3491.37444460779
349,37130000,01,0,3.656,5865.7289,2,37,Suwannee,2,5865.72893968997
350,02000055,17,0,0.33,541.276,7,02,Citrus,7,541.275992891345
351,71000034,09,0,1.461,2346.3481,2,71,Clay,2,2346.34807646702
352,46000071,09,0,0.743,1204.0567,3,46,Bay,3,1204.05672737457
353,14560000,17,0,5.351,8628.5226,7,14,Pasco,7,8628.52256310029
354,01030000,04,0,18.397,29581.9038,1,01,Charlotte,1,29581.9038329861
355,38070000,06,0,0.346,557.5771,2,38,Taylor,2,557.577101235146
