FID,RDWYID,SIDE,VALUE_,EFFDATE,CNTLRDES,MAINTAGC,SDESTRET,SIGNALID,SIGNALNC,SIGSTRCT,TYPECABL,SEC_STAT,BEGPT,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,x,y
5413,87160000,C,02,N/A,N/A,MIAMI-DADE,KROME AVE,3759,N/A,01,N/A,ON,8.598,6,87,Miami-Dade,6,552536.976500001,2814634.164
5414,10002011,R,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.127,7,10,Hillsborough,7,355382.406500001,3091702.2502
5415,75020000,C,02,06-FEB-2024,SR 500/ US 441,CITY OF ORLANDO,CANNERY WAY,75490,N/A,01,N/A,ON,1.63,5,75,Orange,5,460243.699700001,3160858.4065
5416,72040000,C,02,24-NOV-1987,N/A,JACKSONVILLE,SQUARE LAKE BLVD,N/A,N/A,03,N/A,ON,1.152,2,72,Duval,2,446898.7803,3340550.2784
5417,10080000,C,02,14-AUG-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.358,7,10,Hillsborough,7,352260.672700001,3091189.1163
5418,17020000,C,02,N/A,SR 45 /US 41/TAMIAMI,SARASOTA,GLENGARY ST,902,N/A,01,N/A,ON,15.025,1,17,Sarasota,1,348536.837900001,3020065.9607
5419,87020000,C,02,N/A,N/A,MIAMI-DADE,SW 244 ST,6053,N/A,01,N/A,ON,8.692,6,87,Miami-Dade,6,559488.1286,2824827.2735
5420,94030000,C,02,N/A,N/A,N/A,ORANGE BLOSSOM BUSIN,N/A,N/A,03,02,ON,22.55,4,94,St. Lucie,4,562351.752700001,3033628.6998
5421,75060000,C,02,17-DEC-1990,SR 50(COLONIAL DR),ORANGE COUNTY,ROUSE RD,75296,N/A,01,N/A,ON,10.739,5,75,Orange,5,478100.720700001,3160221.0647
5422,10190089,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.208,7,10,Hillsborough,7,364746.483100001,3096723.8745
5423,87008000,C,02,N/A,N/A,MIAMI-DADE,NE 12 AVE,3217,N/A,01,N/A,ON,9.375,6,87,Miami-Dade,6,582676.777400001,2864863.5207
5424,10150000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,12.325,7,10,Hillsborough,7,356462.738,3097628.581
5425,10740001,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,0.809,7,10,Hillsborough,7,391374.412200002,3099771.1961
5426,46020003,C,02,N/A,N/A,BAY COUNTY,SR 389 (EAST AVENUE),041,N/A,03,N/A,ON,4.649,3,46,Bay,3,54449.2637999998,3347208.7356
5427,35040000,C,01,13-DEC-1991,N/A,MADISON COUNTY,CR 150,N/A,N/A,N/A,N/A,ON,7.989,2,35,Madison,2,267193.639100001,3385879.6385
5428,93110000,C,02,N/A,N/A,N/A,SR 717/E CANAL ST S,N/A,N/A,01,N/A,ON,4.443,4,93,Palm Beach,4,533754.672700001,2951284.2695
5429,87001000,C,02,N/A,N/A,MIAMI-DADE,SW 157 AVE,5224,N/A,01,N/A,ON,2.126,6,87,Miami-Dade,6,555588.222200001,2840842.246
5430,07030000,C,02,N/A,SR 80/US27/SUGARLAND,CLEWISTON,W CIRCLE DR/OLYMPIA,177,N/A,01,N/A,ON,3.518,1,07,Hendry,1,505951.6498,2959215.0855
5431,55020000,C,02,N/A,N/A,LEON COUNTY,CRUMP ROAD,002,N/A,03,N/A,ON,9.878,3,55,Leon,3,199980.705100001,3377402.5631
5432,13010000,C,02,N/A,SR 45/US B 41/8 TH,PALMETTO,5TH ST W,409,N/A,01,N/A,ON,9.078,1,13,Manatee,1,344645.099800001,3044473.9927
5433,94005000,C,02,N/A,N/A,N/A,AVENUE M,N/A,N/A,01,N/A,ON,3.505,4,94,St. Lucie,4,564249.781700001,3037786.0224
5434,72190000,C,N/A,01-FEB-1986,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,4.816,2,72,Duval,2,446262.268200001,3350664.2721
5435,58005000,C,02,N/A,N/A,SANTA ROSA COUNTY,I-10 EB ON/OFF RAMP,027,N/A,01,N/A,ON,0.015,3,58,Santa Rosa,3,-84472.5590999993,3393671.021
5436,87020000,C,02,N/A,N/A,MIAMI-DADE,SW 216 ST,3502,N/A,01,N/A,ON,11.164,6,87,Miami-Dade,6,562128.121900001,2827806.8779
5437,86016000,C,02,N/A,N/A,N/A,SW 4 AVE,N/A,N/A,03,02,ON,6.524,4,86,Broward,4,585353.7438,2881347.6868
5438,10090000,C,02,24-AUG-1994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,7.206,7,10,Hillsborough,7,376784.8939,3096515.5153
5439,17120000,C,02,19-MAR-1987,SR 683/US301/WASHING,SARASOTA,MYRTLE ST,981,N/A,01,N/A,ON,2.645,1,17,Sarasota,1,348623.057,3027982.2203
5440,72110000,C,02,28-APR-1988,N/A,JACKSONVILLE,LOS SANTOS,N/A,N/A,01,N/A,OFF,0.291,2,72,Duval,2,441980.181200001,3355487.0173
5441,01010000,C,02,03-FEB-1986,US 41/TAMIAMI TRAIL,CHARLOTTE,CONWAY BLVD,16,N/A,01,02,ON,17.532,1,01,Charlotte,1,391886.603100001,2984174.3712
5442,71130000,C,02,15-JUN-1983,N/A,ORANGE PARK,DEBARRY ST,N/A,N/A,03,N/A,ON,1.599,2,71,Clay,2,430593.3122,3337314.6193
5443,13150101,C,02,N/A,SR 64 WB / MANATEE A,BRADENTON,12TH ST W,517,N/A,01,N/A,ON,0.092,1,13,Manatee,1,344568.003,3042295.8904
5444,86230000,C,05,N/A,N/A,N/A,EAST OF SE 2 AVE,N/A,N/A,01,N/A,ON,4.25,4,86,Broward,4,586028.8098,2879687.6517
5445,87250000,C,N/A,N/A,N/A,MIAMI-DADE,SR 9/NW 27 AVE,2486,02,01,N/A,ON,2.464,6,87,Miami-Dade,6,576097.134100001,2856405.5225
5446,86016000,C,02,N/A,N/A,N/A,JA ELY BLVD,N/A,N/A,03,02,ON,6.21,4,86,Broward,4,584849.9111,2881316.0152
5447,77120000,C,02,22-JAN-1992,SR 434,SEMINOLE COUNTY,LAKE BRANTLEY DR,77145,N/A,03,02,ON,3.559,5,77,Seminole,5,459614.863700002,3173375.9777
5448,48012000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,3.57,3,48,Escambia,3,-99799.4654000001,3387111.6498
5449,36100000,C,02,06-OCT-1997,SR 200,MARION COUNTY,SW 110TH STREET,36101,N/A,03,02,ON,6.828,5,36,Marion,5,375994.5435,3215619.1158
5450,72080000,C,02,27-FEB-1981,N/A,JACKSONVILLE,CLEVELAND ST/USPS,N/A,N/A,03,N/A,ON,0.998,2,72,Duval,2,435499.6562,3356494.9867
5451,15230000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,5.141,7,15,Pinellas,7,329788.417700001,3080178.2453
5452,90060000,C,02,N/A,N/A,N/A,BESSIE RD,N/A,N/A,01,N/A,ON,16.702,6,90,Monroe,6,546794.595800001,2765167.9592
5453,58030000,C,02,N/A,N/A,SANTA ROSE COUNTY,SUNRISE DRIVE,016,N/A,03,N/A,ON,15.758,3,58,Santa Rosa,3,-70645.9192999993,3378338.2146
5454,70060000,C,02,01-JAN-1950,SR A1A,SATELLITE BEACH,DESOTO PKWY,70152,N/A,03,02,ON,22.735,5,70,Brevard,5,540488.1858,3115535.1042
5455,87085000,C,03,N/A,N/A,MIAMI-DADE,N/A,3254,N/A,01,N/A,ON,3.679,6,87,Miami-Dade,6,578640.662400002,2854282.8413
5456,76050000,C,N/A,01-FEB-1988,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,26.32,2,76,Putnam,2,438288.5964,3280020.1522
5457,75260000,C,02,23-AUG-1990,SR 434(FOREST CITY),ORANGE COUNTY,RIVERSIDE PARK RD,75415,N/A,03,02,ON,5.932,5,75,Orange,5,459443.212600001,3166554.5478
5458,87038000,C,02,10-MAY-2005,N/A,MIAMI-DADE,NW 2 AV,6339,N/A,01,N/A,ON,8.692,6,87,Miami-Dade,6,579973.1882,2861468.2448
5459,87030000,C,02,N/A,N/A,MIAMI-DADE,SW 84 ST,5661,N/A,01,N/A,ON,1.214,6,87,Miami-Dade,6,569841.296599999,2841804.3887
5460,94010000,C,02,01-JAN-1993,N/A,N/A,SAVANA CLUB BLVD,36,N/A,01,N/A,ON,3.743,4,94,St. Lucie,4,568063.1776,3021169.6635
5461,16119000,C,02,N/A,SR 540 / WINTERLAKE,POLK,SR 620,717,N/A,04,02,ON,9.249,1,16,Polk,1,425599.1409,3097521.638
5462,79030000,C,02,25-NOV-1985,SR5(US1-RIDGEWOOD),HOLLY HILL,2ND ST,79042,N/A,01,N/A,ON,1.392,5,79,Volusia,5,496838.634600002,3233373.5634
5463,46060000,C,02,N/A,N/A,CITY OF PANAMA,(COVE BLVD)@7TH ST.,033,N/A,01,N/A,ON,0.212,3,46,Bay,3,51968.4066000013,3345719.879
5464,87001000,C,02,N/A,N/A,MIAMI-DADE,SW 127 AVE,4334,N/A,01,N/A,ON,4.967,6,87,Miami-Dade,6,560159.304,2841024.1945
5465,72040000,C,02,01-AUG-1988,N/A,JACKSONVILLE,HOGAN RD,N/A,N/A,03,N/A,ON,6.653,2,72,Duval,2,446244.045600001,3349305.9168
5466,93016000,C,02,N/A,N/A,N/A,HAVERHILL RD,33447,N/A,03,02,ON,5.127,4,93,Palm Beach,4,587495.5824,2948169.1135
5467,10030101,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.642,7,10,Hillsborough,7,389533.4832,3099683.629
5468,87047000,C,03,03-NOV-2005,N/A,MIAMI-DADE,MALL ENTRANCE,6338,N/A,01,N/A,ON,7.112,6,87,Miami-Dade,6,566627.518200001,2848024.4159
5469,86050000,C,02,19-NOV-1973,N/A,N/A,MALL RANCH CENTER,1038,N/A,01,N/A,ON,7.493,4,86,Broward,4,590337.329800001,2897903.5581
5470,70050000,C,02,01-JAN-1950,SR 500(STRAWBRIDGE),MELBOURNE,HICKORY ST,70139,N/A,03,02,ON,15.506,5,70,Brevard,5,538024.028,3106063.9647
5471,87250000,C,02,N/A,N/A,MIAMI-DADE,E 2 AVE,2851,N/A,01,N/A,ON,0.177,6,87,Miami-Dade,6,572427.7131,2856259.341
5472,14571000,C,02,N/A,N/A,PASCO COUNTY,BALLANTRAE BLVD,N/A,N/A,N/A,N/A,ON,4.427,7,14,Pasco,7,350302.351200001,3119667.5161
5473,48010000,C,02,N/A,N/A,ESCAMBIA COUNTY,HWY 29 SB ON RAMP,071,N/A,03,N/A,ON,10.428,3,48,Escambia,3,-102772.365299999,3394690.8284
5474,72003000,C,02,12-SEP-2006,N/A,JACKSONVILLE,I-95 SB ON/OFF RAMP,N/A,N/A,01,N/A,ON,1.2,2,72,Duval,2,438142.028200001,3372330.216
5475,36100000,C,02,03-FEB-1992,SR 200(COLLEGE RD),OCALA,SW 38TH CT,36115,N/A,03,02,ON,14.7,5,36,Marion,5,384540.423900001,3224980.9513
5476,86220000,C,02,N/A,N/A,N/A,WALMART DRIVEWAY,N/A,N/A,01,N/A,ON,6.626,4,86,Broward,4,574791.148900001,2883363.96
5477,55050000,C,02,N/A,N/A,CITY OF TALLAHASSEE,SANDHURST DRIVE,057,N/A,01,N/A,ON,3.43,3,55,Leon,3,187466.719400001,3377375.1788
5478,79040000,C,02,25-NOV-1985,SR15/600(US17/92),VOLUSIA COUNTY,US 92/SR 600,79087,N/A,01,N/A,ON,15.172,5,79,Volusia,5,470383.230400001,3214094.7413
5479,72160000,C,02,01-JAN-1985,N/A,JACKSONVILLE,SR 13/PRUDENTIAL DR,N/A,N/A,01,N/A,ON,13.699,2,72,Duval,2,437053.269700001,3354000.7848
5480,15090000,C,N/A,14-OCT-1985,N/A,N/A,N/A,N/A,02,N/A,N/A,N/A,6.893,7,15,Pinellas,7,338668.124500001,3083249.4474
5481,86190000,C,02,12-FEB-1979,N/A,N/A,SW 36 CT,3312,N/A,03,02,ON,8.122,4,86,Broward,4,568604.644700001,2884141.8906
5482,88060001,C,N/A,N/A,N/A,N/A,6 AVE,N/A,02,01,N/A,ON,0.149,4,88,Indian River,4,560446.9827,3057340.2472
5483,15010101,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.122,7,15,Pinellas,7,336922.1772,3073531.7363
5484,89010000,C,02,08-OCT-1987,N/A,N/A,SPORT AUTH. PLAZA,020,N/A,01,N/A,ON,22.708,4,89,Martin,4,572217.588600001,3013345.5419
5485,91070000,C,N/A,N/A,SR 70 / N PARK ST,OKEECHOBEE CITY,SR 15/US 441/PARROT,995,02,01,N/A,ON,9.489,1,91,Okeechobee,1,516841.2289,3013443.7602
5486,72030000,C,N/A,07-NOV-1989,N/A,JACKSONVILLE,I-295 NB OFF RAMP,N/A,02,01,N/A,ON,0.238,2,72,Duval,2,432022.076100001,3340383.4406
5487,87038000,C,02,N/A,N/A,MIAMI-DADE,E 4 AV,2878,N/A,01,N/A,ON,4.151,6,87,Miami-Dade,6,572661.0721,2861166.7638
5488,90010000,C,02,N/A,N/A,N/A,WHITE ST,N/A,N/A,01,N/A,ON,1.107,6,90,Monroe,6,419877.896900002,2716035.0995
5489,36518000,C,N/A,N/A,SR 326,MARION,SR40(SILVER SPRINGS),N/A,02,N/A,N/A,ON,8.46,5,36,Marion,5,399534.821800001,3232674.4185
5490,87047000,C,02,N/A,N/A,MIAMI-DADE,SW 48 ST,3955,N/A,01,N/A,ON,5.39,6,87,Miami-Dade,6,566687.3439,2845256.1903
5491,10160000,C,02,26-MAY-1992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,7.156,7,10,Hillsborough,7,352423.792200001,3109035.1613
5492,86020000,C,02,15-FEB-1960,N/A,N/A,HILLSBORO BLVD,1100,N/A,01,N/A,ON,14.758,4,86,Broward,4,590756.704600001,2911208.4448
5493,93040000,C,02,14-JUN-2001,N/A,N/A,UNIVERSE BLVD,12543,N/A,01,N/A,ON,4.241,4,93,Palm Beach,4,593723.8965,2971052.3391
5494,90060000,C,04,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,ON,32.555,6,90,Monroe,6,563063.534500001,2784092.7956
5495,87060001,C,N/A,N/A,N/A,MIAMI-DADE,91 ST,2916,N/A,01,N/A,ON,0.683,6,87,Miami-Dade,6,587879.5976,2862468.5335
5496,55003000,C,02,N/A,N/A,CITY OF TALLAHASSEE,MICCOSUKEE ROAD,123,N/A,03,N/A,ON,8.574,3,55,Leon,3,189790.9584,3375261.738
5497,13160000,C,02,05-MAY-1988,SR 70 / 53RD AVE E,MANATEE,LOCKWOOD RIDGE/45TH,527,N/A,01,N/A,ON,2.538,1,13,Manatee,1,351213.5847,3036750.4646
5498,72100000,C,02,01-OCT-1988,N/A,JACKSONVILLE,HIGHLAND AVE/ART MUS,N/A,N/A,03,N/A,ON,1.884,2,72,Duval,2,440323.9597,3353031.8559
5499,16590000,C,02,N/A,SR 559/BERKLEY,POLK,DENTON AVE,1559,N/A,03,02,ON,22.653,1,16,Polk,1,419658.799700001,3106825.4088
5500,03010000,C,02,23-DEC-2008,US 41/TAMIAMI TRAIL,COLLIER,91ST AVE,1017,N/A,01,N/A,ON,4.282,1,03,Collier,1,419979.914100001,2904111.0088
5501,75030000,C,02,25-NOV-1985,US 17-92(MILLS AV),ORLANDO,LK HIGHLAND DR,75158,N/A,03,02,ON,3.195,5,75,Orange,5,464352.8476,3159425.0975
5502,71010000,C,02,01-AUG-1984,N/A,GREEN COVE SPRINGS,SR 16 WEST/FERRIS ST,N/A,N/A,03,N/A,ON,11.277,2,71,Clay,2,434513.718700002,3318091.5004
5503,37010000,C,02,30-MAY-1986,N/A,CITY OF LIVE OAK,WALKER AVENUE,N/A,N/A,01,N/A,ON,12.439,2,37,Suwannee,2,308466.340600001,3353659.9403
5504,92030000,C,02,15-MAY-2012,SR500(US192/441-IBMH,OSCEOLA COUNTY,PARTIN/ACADEMY,92019,N/A,01,N/A,ON,3.965,5,92,Osceola,5,465949.2238,3128418.8721
5505,48004000,C,02,N/A,N/A,ESCAMBIA COUNTY,PALAFOX HWY (US29),033,N/A,01,N/A,ON,9.008,3,48,Escambia,3,-98642.2893999992,3384858.7545
5506,13010000,C,02,N/A,SR 45/US 41/TAMIAMI,MANATEE,WHITFIELD AVE,391,N/A,01,N/A,ON,1.57,1,13,Manatee,1,344725.6993,3032773.6722
5507,01040000,C,02,19-FEB-1996,SR 35 / US 17,CHARLOTTE,BERMONT RD,41,N/A,01,N/A,ON,3.436,1,01,Charlotte,1,400640.453699999,2981082.7674
5508,87240000,C,02,N/A,N/A,MIAMI-DADE,NW 20 ST,2404,N/A,01,N/A,ON,3.744,6,87,Miami-Dade,6,576215.467100001,2853111.7085
5509,87140000,C,02,N/A,N/A,MIAMI-DADE,NW 58 ST,2077,N/A,01,N/A,ON,4.38,6,87,Miami-Dade,6,579346.039100001,2856933.6896
5510,78060000,C,02,01-MAY-1986,N/A,ST. JOHNS COUNTY,MASTERS DR,N/A,N/A,01,N/A,ON,20.191,2,78,St. Johns,2,467763.215900001,3309411.9947
5511,11110000,C,02,05-JUL-1988,SR 44,LAKE COUNTY,CR 437,11104,N/A,03,02,ON,8.17,5,11,Lake,5,446212.054900001,3191662.8974
5512,16020000,C,02,N/A,SR 600 / US 92,POLK,CHARLOTTE / DAIRY RD,601,N/A,03,02,ON,11.519,1,16,Polk,1,423712.62,3104186.5733
5513,17120000,C,N/A,N/A,SR 683/US301/WASHING,SARASOTA CITY,SR 780 / FRUITVILLE,941,02,01,N/A,ON,0.698,1,17,Sarasota,1,348548.948400001,3024885.8775
5514,57040024,C,02,N/A,N/A,OKALOOSA CTY FW BEAC,SR 85 @ FIRST STREET,001,N/A,01,N/A,ON,0.125,3,57,Okaloosa,3,-38907.8762999987,3377064.9436
5515,86065000,C,N/A,19-NOV-1964,N/A,N/A,COMMERCIAL BLVD,1132,02,01,N/A,ON,3.57,4,86,Broward,4,584413.534200001,2896821.3949
5516,86006000,C,N/A,01-JUN-1952,N/A,N/A,SR 7/US 441,2177,02,01,N/A,ON,3.14,4,86,Broward,4,579784.988700001,2889316.3052
5517,79070000,C,02,25-NOV-1985,SR 44(NEW YORK AV),DELAND,FLORIDA AVE,79125,N/A,01,N/A,ON,4.985,5,79,Volusia,5,470229.126000002,3211133.6153
5518,04020000,C,02,11-JUL-1998,US 17 NB/BREVARD AVE,ARCADIA,SR 70 WB/HICKORY ST,141,N/A,01,N/A,ON,14.47,1,04,Desoto,1,414975.0272,3010623.977
5519,16090000,C,02,N/A,SR 17 / SCENIC HWY,LAKE WALES,CENTRAL AVE,685,N/A,01,N/A,ON,19.396,1,16,Polk,1,442297.315700001,3086412.3092
5520,60020000,C,02,N/A,N/A,WALTON COUNTY,SR 30A TOPSAIL,005,N/A,01,N/A,ON,7.325,3,60,Walton,3,-7257.04910000041,3372193.5641
5521,26070000,C,02,19-JAN-1988,N/A,ALACHUA COUNTY,CR 241N 143RD STREET,N/A,N/A,01,N/A,ON,9.872,2,26,Alachua,2,355209.4279,3281369.061
5522,46040000,C,02,N/A,N/A,CITY OF PANAMA,SR 391@HARRISON AVE.,048,N/A,01,N/A,ON,1.164,3,46,Bay,3,51089.6825000001,3347443.4628
5523,87062000,C,02,N/A,N/A,MIAMI-DADE,LEVANTE AVE,4498,N/A,01,N/A,ON,0.343,6,87,Miami-Dade,6,571672.726400001,2843698.5642
5524,70012000,C,02,07-OCT-1991,SR 507(BABCOCK ST),PALM BAY,BLAINE CT,70045,N/A,03,02,ON,1.169,5,70,Brevard,5,537150.233000001,3098970.271
5525,50030000,C,02,N/A,N/A,GADSDEN COUNTY,BRICKYARD RD/PILOT,002,N/A,03,N/A,ON,12.313,3,50,Gadsden,3,171390.881900001,3377573.2176
5526,46160104,C,02,N/A,N/A,BAY COUNTY,WOODLAWN,014,N/A,01,N/A,EXCLUSIVE,0.408,3,46,Bay,3,41424.8490000023,3349257.9202
5527,93004000,C,02,08-OCT-1992,N/A,N/A,95TH AVE S,62502,N/A,03,02,ON,0.528,4,93,Palm Beach,4,580313.7348,2916673.1152
5528,86100000,C,04,05-NOV-2002,N/A,N/A,NW 24 ST,1581,N/A,01,N/A,ON,19.711,4,86,Broward,4,579741.1119,2904396.4119
5529,17010000,C,02,N/A,SR 45 /US 41/TAMIAMI,VENICE,MILAN AVE W,874,N/A,01,N/A,ON,16.899,1,17,Sarasota,1,356814.497,2997904.9817
5530,12075001,C,02,01-MAR-1999,SR 93/I-75 NB OFF RA,LEE,BONITA BCH RD,381,N/A,01,N/A,EXCLUSIVE,0.25,1,12,Lee,1,425252.360300001,2912549.2472
5531,15010000,C,02,16-OCT-1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,20.102,7,15,Pinellas,7,322930.101500001,3093193.1974
5532,86110000,C,02,25-NOV-1969,N/A,N/A,NW 34 AVE,2012,N/A,01,N/A,ON,4.655,4,86,Broward,4,580724.6149,2891006.3475
5533,75060000,C,02,25-NOV-1985,SR 50(COLONIAL DR),ORLANDO,PRIMROSE DR,75280,N/A,03,02,ON,2.905,5,75,Orange,5,465967.0832,3158534.9254
5534,48116000,C,02,N/A,N/A,CITY OF PENSACOLA,AIRPORT BLVD @ LOWES,069,N/A,01,N/A,ON,0.596,3,48,Escambia,3,-96978.2878999989,3388568.0526
5535,72150000,C,N/A,01-SEP-1972,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,6.431,2,72,Duval,2,432985.0058,3367602.4549
5536,79040000,C,02,10-FEB-2021,US 17/92,DEBARY,FORT FLORIDA ROAD,79283,N/A,01,N/A,ON,1.237,5,79,Volusia,5,468625.019700002,3192108.395
5537,87250000,C,02,N/A,N/A,MIAMI-DADE,NW 6 CT,5327,N/A,01,N/A,ON,4.568,6,87,Miami-Dade,6,579478.1133,2856541.6596
5538,86010000,C,02,20-OCT-1981,N/A,N/A,WILEY ST,3224,N/A,01,N/A,ON,1.726,4,86,Broward,4,585795.316700001,2875918.2277
5539,77010000,C,02,25-NOV-1985,SR600-15(US17-92),SEMINOLE COUNTY,SR 434,77014,N/A,03,02,ON,4.521,5,77,Seminole,5,468060.761500001,3174615.4959
5540,10250000,C,02,22-MAY-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,OFF,9.123,7,10,Hillsborough,7,358909.128800001,3096766.6323
5541,72050443,C,02,01-FEB-1989,N/A,JACKSONVILLE,CHURCH ST,N/A,N/A,01,N/A,ON,0.214,2,72,Duval,2,436857.813600002,3355532.4086
5542,09030000,C,02,07-JAN-1987,SR 25/US 27/SW LAKEV,HIGHLANDS,SUN N LAKE ESTS/VALE,203,N/A,04,N/A,ON,10.266,1,09,Highlands,1,450234.0123,3046302.1909
5543,75050000,C,02,25-OCT-2000,SR 50(COLONIAL DR),ORANGE COUNTY,DEER ISLE RD,75227,N/A,03,02,ON,0.36,5,75,Orange,5,436281.411500001,3157842.5899
5544,26004000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,"SR 25, SW 13TH ST.",N/A,N/A,03,N/A,ON,0.924,2,26,Alachua,2,370350.555,3279252.9747
5545,87062000,C,02,N/A,N/A,MIAMI-DADE,SW 24 ST/CORAL WAY,2958,N/A,01,N/A,ON,3.024,6,87,Miami-Dade,6,571480.392900001,2848003.0907
5546,78020000,C,02,14-APR-2004,N/A,ST. JOHNS COUNTY,CR 210 WEST,N/A,N/A,03,N/A,ON,13.826,2,78,St. Johns,2,456197.6879,3327819.3574
5547,14030000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,8.756,7,14,Pasco,7,332391.443500001,3130936.3223
5548,87019000,C,N/A,N/A,N/A,MIAMI-DADE,SR 852/NW 215 ST,5241,02,01,N/A,ON,4.866,6,87,Miami-Dade,6,575403.140700001,2872773.4471
5549,93280000,C,02,N/A,N/A,N/A,S OLIVE AVE,27961,N/A,01,N/A,ON,9.22,4,93,Palm Beach,4,594323.084500002,2954159.4199
5550,48205000,C,02,N/A,N/A,ESCAMBIA COUNTY,MULDOON ROAD,004,N/A,03,N/A,ON,8.34,3,48,Escambia,3,-107859.567899998,3384374.3907
5551,86200000,C,02,25-MAR-1980,N/A,N/A,DIPLOMAT PKWY,3080,N/A,01,N/A,ON,4.909,4,86,Broward,4,587308.642300001,2874423.0258
5552,38010000,C,02,01-AUG-1993,N/A,CITY OF PERRY,"SR55,(US221)JEFFERSO",N/A,N/A,01,N/A,ON,27.458,2,38,Taylor,2,251043.9847,3332509.4737
5553,55060000,C,02,N/A,N/A,CITY OF TALLAHASSEE,BLOUNTSTOWN HWY,087,N/A,03,N/A,ON,4.3,3,55,Leon,3,178782.040200001,3374088.9266
5554,13010000,C,02,10-DEC-1987,SR 45/US 41/14TH ST,MANATEE,SR 684 / CORTEZ RD,401,N/A,01,N/A,ON,5.284,1,13,Manatee,1,344342.3876,3038674.0106
5555,87120000,C,03,N/A,N/A,MIAMI-DADE,N/A,16.970,N/A,01,N/A,ON,16.97,6,87,Miami-Dade,6,579306.647200001,2850002.4381
5556,86190000,C,02,01-OCT-1990,N/A,N/A,TAFT ST,3389,N/A,03,02,ON,4.507,4,86,Broward,4,568818.1078,2878326.2374
5557,77040000,C,01,20-SEP-2001,SR 46,SEMINOLE COUNTY,BEARDALL AV,77058,N/A,03,02,ON,3.056,5,77,Seminole,5,478265.504300002,3184384.4125
5558,78010027,C,02,14-SEP-1977,N/A,ST. AUGUSTINE,CORDOVA ST,N/A,N/A,01,N/A,OFF,0.654,2,78,St. Johns,2,469693.390400002,3306880.5807
5559,72220000,C,02,01-MAY-1989,N/A,JACKSONVILLE,WESCONNETT BLVD,N/A,N/A,01,N/A,ON,9.142,2,72,Duval,2,428894.3564,3346541.1229
5560,11200000,C,02,27-FEB-1997,SR 25(US 27),LAKE COUNTY,WASHINGTON ST,11125,N/A,03,02,ON,16.803,5,11,Lake,5,426827.037300001,3161202.9723
5561,16210000,C,02,10-MAR-1988,SR 35/US 98/PROVIDEN,LAKELAND,LAKELAND MALL ENT,767,N/A,04,02,ON,3.622,1,16,Polk,1,404333.6379,3107750.3453
5562,86100000,C,N/A,04-MAY-1966,N/A,N/A,COMMERCIAL BLVD,1140,02,01,N/A,ON,14.794,4,86,Broward,4,579577.9545,2896591.2105
5563,72080000,C,02,01-FEB-1989,N/A,JACKSONVILLE,N JULIA ST,N/A,N/A,01,N/A,ON,0.239,2,72,Duval,2,436568.5731,3355961.5498
5564,92010000,C,02,25-APR-1989,SR500(US441/1792-OBT,OSCEOLA COUNTY,POINCIANA BV,92001,N/A,01,N/A,ON,4.572,5,92,Osceola,5,452311.858400002,3125631.3424
5565,76020000,C,02,24-MAY-2004,N/A,PUTNAM COUNTY,LOWE'S ENTRANCE,N/A,N/A,03,N/A,ON,21.67,2,76,Putnam,2,435104.9149,3280731.945
5566,75040000,C,02,01-JAN-1950,SR 426(FAIRBANKS AV),WINTER PARK,NEW YORK AVE,75221,N/A,03,02,ON,18.329,5,75,Orange,5,465510.193699999,3162966.157
5567,94010000,C,02,01-MAY-1999,N/A,N/A,VILLAGE GREEN DR,110182,N/A,01,N/A,ON,3.249,4,94,St. Lucie,4,568433.640500002,3020466.3057
5568,93180000,C,02,N/A,N/A,N/A,PALM BCH COM COLLEGE,37225,N/A,03,02,ON,7.354,4,93,Palm Beach,4,590975.128200001,2944373.4615
5569,92090000,C,02,19-OCT-2006,SR530(US192-IBMH),ORANGE COUNTY,SR 429 NB RAMPS,92043,N/A,01,N/A,ON,0.819,5,92,Osceola,5,439702.9568,3135786.8944
