FID,ROADWAY,ACCESS_CLA,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Length
2392,51020000,04,3,51,Gulf,3,0.97,22.647,34929.008,34929.0080382869
2393,92010000,05,5,92,Osceola,5,10.212,10.256,70.8619,70.8619170105207
2394,94010000,05,4,94,St. Lucie,4,8.238,11.76,5668.0264,5668.02637823294
2395,86020000,05,4,86,Broward,4,0,15.314,24629.6347,24629.6346805993
2396,36030000,03,5,36,Marion,5,16.463,19.515,4908.131,4908.13095349738
2397,11040000,05,5,11,Lake,5,5.884,11.557,9150.1947,9150.19465423084
2398,15140000,07,7,15,Pinellas,7,0,6.752,10870.4938,10870.4938161271
2399,16030000,07,1,16,Polk,1,27.76,28.514,1214.8788,1214.87884821073
2400,16070000,04,1,16,Polk,1,5.49,13.659,13133.0552,13133.0551545323
2401,76030000,03,2,76,Putnam,2,1.098,13.427,19784.9429,19784.9428824539
2402,78040000,06,2,78,St. Johns,2,13.776,15.253,2377.0082,2377.00823654816
2403,16300000,07,1,16,Polk,1,0,1.042,1672.6049,1672.6048790108
2404,35040000,04,2,35,Madison,2,0.363,12.379,19347.1191,19347.1190632876
2405,93020001,07,4,93,Palm Beach,4,0.413,1.238,1323.9966,1323.99656352736
2406,72003065,06,2,72,Duval,2,0,1.099,1771.649,1771.64901845951
2407,26050000,06,2,26,Alachua,2,15.876,16.806,1495.7956,1495.79561017976
2408,93150000,05,4,93,Palm Beach,4,11.059,11.07,17.6483,17.6483354643919
2409,70080000,04,5,70,Brevard,5,4.613,6.314,2740.3847,2740.38474095127
2410,13050000,06,1,13,Manatee,1,0.553,1.122,915.1824,915.18244550499
2411,53070001,04,3,53,Jackson,3,0,0.506,814.1823,814.182273288319
2412,01010000,05,1,01,Charlotte,1,18.904,21.887,4797.6477,4797.647658316
2413,75250000,03,5,75,Orange,5,0,2.16,3474.9249,3474.92490080705
2414,53020000,06,3,53,Jackson,3,0,0.602,970.2439,970.243937731589
2415,77010000,03,5,77,Seminole,5,13.655,16.77,5021.0514,5021.05144147735
2416,87060000,07,6,87,Miami-Dade,6,3.192,6.612,5506.4164,5506.41643991385
2417,87300000,01,6,87,Miami-Dade,6,0,5.378,8621.1689,8621.16894463083
2418,16020000,05,1,16,Polk,1,8.849,14.384,8912.0621,8912.06206827171
2419,55060000,03,3,55,Leon,3,0,3.294,5304.9132,5304.91322064196
2420,87170000,07,6,87,Miami-Dade,6,0,3.695,5946.8016,5946.80159449791
2421,08120000,04,7,08,Hernando,7,0,2.041,3273.8238,3273.82380590659
2422,26100000,06,2,26,Alachua,2,9.497,10.556,1705.5001,1705.50007175819
2423,70011000,06,5,70,Brevard,5,0,1.799,2885.4521,2885.45212406169
2424,86180000,05,4,86,Broward,4,0,0.765,1232.7938,1232.79375346191
2425,57010000,04,3,57,Okaloosa,3,18.262,25.706,12023.6344,12023.6344379557
2426,34010000,06,2,34,Levy,2,21.604,23.351,2813.35,2813.35001245824
2427,75002000,05,5,75,Orange,5,0,0.665,1070.2642,1070.26416031763
2428,77170000,05,5,77,Seminole,5,3.614,4.058,716.0035,716.003498779251
2429,48080060,06,3,48,Escambia,3,2.491,3.772,2075.1379,2075.13791903166
2430,88070000,04,4,88,Indian River,4,8.721,22.665,22441.1088,22441.108787732
2431,71010000,06,2,71,Clay,2,11.036,11.277,387.7007,387.700677087897
2432,72240000,07,2,72,Duval,2,2.85,3.451,967.9934,967.993392743129
2433,79010000,05,5,79,Volusia,5,24.954,32.696,12457.09,12457.0900219962
2434,87044000,05,6,87,Miami-Dade,6,0,3.144,5044.0711,5044.07107558725
2435,89060000,07,4,89,Martin,4,31.448,31.914,749.8305,749.830539116033
2436,55040000,06,3,55,Leon,3,9.105,9.965,1384.3258,1384.32580408279
2437,93050000,06,4,93,Palm Beach,4,0,6.844,10992.0217,10992.0217451159
2438,79160000,04,5,79,Volusia,5,0,3.766,6059.6394,6059.63944779957
2439,53130000,04,3,53,Jackson,3,0,7.372,11879.2236,11879.2235725523
2440,29170000,01,2,29,Columbia,2,0,20.69,33302.0673,33302.0673361177
2441,48050000,06,3,48,Escambia,3,6.2,7.694,2415.1676,2415.16757913862
2442,88050000,03,4,88,Indian River,4,5.879,6.345,749.4855,749.485491735882
2443,87260530,07,6,87,Miami-Dade,6,0,0.982,1581.1125,1581.11250094804
2444,71130000,06,2,71,Clay,2,0,1.044,1683.2205,1683.2205470464
2445,87053000,07,6,87,Miami-Dade,6,0.988,6.348,8635.8268,8635.82676243718
2446,31050000,04,2,31,Gilchrist,2,0.317,18.364,29044.4934,29044.4934175181
2447,93030000,07,4,93,Palm Beach,4,8.582,9.18,963.9108,963.910813497618
2448,03010000,03,1,03,Collier,1,0,3.041,4892.0385,4892.03846295721
2449,91050000,05,1,91,Okeechobee,1,2.916,6.416,5630.2695,5630.26946255926
2450,93190000,05,4,93,Palm Beach,4,16.062,16.859,1283.0739,1283.07389843004
2451,10260000,03,7,10,Hillsborough,7,0.478,5.947,8815.5913,8815.59134371526
2452,13070000,04,1,13,Manatee,1,0,5.534,8901.6381,8901.63814937643
2453,17010000,05,1,17,Sarasota,1,12.298,14.895,4185.4396,4185.4396065096
2454,75020001,05,5,75,Orange,5,0,0.207,333.1977,333.197715774704
2455,86230000,05,4,86,Broward,4,0,4.868,7829.6585,7829.65845646002
2456,26005000,03,2,26,Alachua,2,8.668,10.634,3163.6527,3163.65270170141
2457,87260524,07,6,87,Miami-Dade,6,0,1.099,1759.4408,1759.44077329501
2458,70140000,03,5,70,Brevard,5,9.755,11.272,2440.5755,2440.57550974454
2459,16030000,07,1,16,Polk,1,29.132,31.825,4339.0797,4339.0797092667
2460,78060000,05,2,78,St. Johns,2,20.383,20.767,618.9741,618.974058802249
2461,16100001,05,1,16,Polk,1,0,0.912,1471.0337,1471.03373828148
2462,16320000,01,1,16,Polk,1,0,32.022,51500.5728,51500.5728050577
2463,35010000,06,2,35,Madison,2,5.507,6.747,1996.078,1996.07798569456
2464,72090159,07,2,72,Duval,2,0,0.503,811.0157,811.015746409239
2465,72015000,06,2,72,Duval,2,0,2.373,3803.1886,3803.1885666564
2466,26020000,06,2,26,Alachua,2,1.888,2.404,831.4816,831.481631344486
2467,72100000,05,2,72,Duval,2,14.231,19.84,9034.2337,9034.23369561635
2468,70100000,03,5,70,Brevard,5,9.257,10.295,1670.7687,1670.76869313633
2469,12011000,03,1,12,Lee,1,3,4.008,1616.8938,1616.89381860392
2470,15240000,03,7,15,Pinellas,7,3.33,5.883,4115.8065,4115.80647540014
2471,18010000,06,5,18,Sumter,5,6.042,7.872,2946.3954,2946.39542345944
2472,01010000,05,1,01,Charlotte,1,12.489,13.247,1219.2129,1219.21291800149
2473,87020001,06,6,87,Miami-Dade,6,0,1.08,1780.8514,1780.85138550987
2474,53050001,04,3,53,Jackson,3,0,0.939,1517.9414,1517.9413968333
2475,78001000,03,2,78,St. Johns,2,2.562,7.151,7377.6085,7377.60852672134
2476,87080900,05,6,87,Miami-Dade,6,34.192,37.797,5797.503,5797.50296612515
2477,27010000,04,2,27,Baker,2,0,1.514,2435.85,2435.84998949471
2478,75280000,01,5,75,Orange,5,0,24.673,39669.1182,39669.1181963734
2479,79080001,03,5,79,Volusia,5,0,0.77,1238.6421,1238.64206897212
2480,16070000,03,1,16,Polk,1,2.281,3.678,2245.8561,2245.85608279188
2481,78010000,03,2,78,St. Johns,2,0,11.484,18485.9082,18485.9081824738
2482,16130000,03,1,16,Polk,1,2.892,25.623,36581.9618,36581.9618228728
2483,16210000,04,1,16,Polk,1,9.005,17.75,14082.6773,14082.6773238019
2484,30030000,04,2,30,Dixie,2,23.492,39.021,25013.1616,25013.1615670289
2485,93020000,07,4,93,Palm Beach,4,0,3.651,5876.2047,5876.20473712831
2486,47020000,04,3,47,Calhoun,3,22.6,31.861,14930.7666,14930.7666158918
2487,26030000,04,2,26,Alachua,2,14.206,25.215,17708.4381,17708.4380932911
2488,72090448,01,2,72,Duval,2,0,0.235,375.6277,375.627732444879
2489,10140104,01,7,10,Hillsborough,7,0,0.444,714.4891,714.48913765886
2490,12005000,02,1,12,Lee,1,2.49,5.286,4497.6845,4497.68452404041
2491,15230000,07,7,15,Pinellas,7,0,5.392,8681.5832,8681.58323664647
2492,01075000,01,1,01,Charlotte,1,0,21.968,35423.2022,35423.2021931599
2493,87019000,05,6,87,Miami-Dade,6,0.178,4.866,7540.1855,7540.18549216837
2494,53002000,01,3,53,Jackson,3,0,33.26,53607.8072,53607.8072055889
2495,77040000,03,5,77,Seminole,5,6.48,16.1,15465.8197,15465.8196578197
2496,87060000,07,6,87,Miami-Dade,6,14.091,16.38,3685.3512,3685.35122726862
2497,90020000,03,6,90,Monroe,6,0,5.077,8156.3786,8156.37858342161
2498,05040000,04,1,05,Glades,1,0,14.858,23810.9722,23810.972220515
2499,16020000,07,1,16,Polk,1,0.38,0.88,805.0174,805.017416237678
2500,55110000,06,3,55,Leon,3,0,2.574,4143.328,4143.32803789239
2501,87190000,06,6,87,Miami-Dade,6,0,0.513,827.1492,827.149184953694
2502,76010000,04,2,76,Putnam,2,8.195,11.403,5157.8678,5157.86784246737
2503,26130000,06,2,26,Alachua,2,16.984,17.271,462.1008,462.10075400702
2504,70020000,03,5,70,Brevard,5,23.569,35.699,19514.1627,19514.1627119619
2505,13162000,06,1,13,Manatee,1,0,1.761,2840.7266,2840.72662055124
2506,57030030,03,3,57,Okaloosa,3,20.481,24.529,6530.5153,6530.51531352204
2507,34020000,06,2,34,Levy,2,0,0.2,322.2777,322.277661626174
2508,75003000,06,5,75,Orange,5,4.995,7.324,3747.8089,3747.8089221806
2509,58010000,06,3,58,Santa Rosa,3,3.913,4.83,1481.7008,1481.70081164605
2510,48080060,05,3,48,Escambia,3,3.772,4.463,1119.2947,1119.2946953196
2511,88004000,06,4,88,Indian River,4,2.018,5.547,5673.4279,5673.42789465673
2512,10330000,07,7,10,Hillsborough,7,4.134,6.169,3269.6092,3269.60921323974
2513,12001000,03,1,12,Lee,1,0,1.3,2093.4423,2093.44228154309
2514,79030000,05,5,79,Volusia,5,0,3.162,5083.0793,5083.07927414037
2515,87038000,06,6,87,Miami-Dade,6,0,1.156,1863.6707,1863.67069586071
2516,78010027,06,2,78,St. Johns,2,0,0.25,402.0451,402.045093651016
2517,16250000,05,1,16,Polk,1,22.284,25.767,5605.4867,5605.48668065801
2518,57180000,04,3,57,Okaloosa,3,0,0.269,434.5235,434.523528219163
2519,35010000,04,2,35,Madison,2,6.747,18.672,19197.0247,19197.0247463075
2520,93280000,05,4,93,Palm Beach,4,3.388,8.614,8410.2433,8410.24327984651
2521,48080061,07,3,48,Escambia,3,0,0.209,349.8083,349.808305491441
2522,26060000,03,2,26,Alachua,2,26.897,29.546,4261.6513,4261.65130613533
2523,10330000,05,7,10,Hillsborough,7,0.911,4.134,5178.2718,5178.27181636574
2524,72220000,05,2,72,Duval,2,10.625,11.631,1617.1238,1617.12375600199
2525,53070000,04,3,53,Jackson,3,23.119,32.614,15301.4602,15301.4602224479
2526,87017000,01,6,87,Miami-Dade,6,0,0.373,601.3559,601.355867284447
2527,75120001,05,5,75,Orange,5,0,0.348,554.2882,554.288231125711
2528,53010000,06,3,53,Jackson,3,4.728,5.48,1211.62,1211.61996382848
2529,77030000,03,5,77,Seminole,5,0.072,8.483,13534.6506,13534.6506288522
2530,87072000,06,6,87,Miami-Dade,6,0,5.161,8299.6646,8299.66455551181
2531,90010000,06,6,90,Monroe,6,1.885,3.937,3307.0424,3307.04241766114
2532,55100000,07,3,55,Leon,3,2.005,2.346,548.6213,548.621313193799
2533,87120001,07,6,87,Miami-Dade,6,0,2.998,4832.3994,4832.39944435399
2534,08040000,04,7,08,Hernando,7,9.871,11.315,2321.8907,2321.89074903047
2535,26220000,04,2,26,Alachua,2,0,8.614,13842.5573,13842.5572904262
2536,10075000,01,7,10,Hillsborough,7,0,39.854,64145.2823,64145.2823250445
2537,13150000,07,1,13,Manatee,1,8.305,8.613,495.725,495.724973928152
2538,57040028,05,3,57,Okaloosa,3,0.097,0.216,195.0322,195.032151431084
2539,34050000,05,2,34,Levy,2,0,0.75,1203.2848,1203.28478052908
2540,54060000,04,3,54,Jefferson,3,0,12.034,19355.8528,19355.8528208313
2541,29090000,06,2,29,Columbia,2,10.881,11.348,751.5191,751.519086979447
2542,48020000,04,3,48,Escambia,3,0,7.644,12367.1611,12367.1611141581
2543,88050000,03,4,88,Indian River,4,7.785,8.485,1125.8441,1125.84407710488
2544,79040000,05,5,79,Volusia,5,3.749,6.418,4296.0492,4296.04919242513
2545,87054000,07,6,87,Miami-Dade,6,0,0.508,815.2241,815.224146247202
2546,32010000,06,2,32,Hamilton,2,18.265,19.823,2507.2608,2507.26083162355
2547,55010000,05,3,55,Leon,3,4.9,9.83,7922.2128,7922.21284187442
2548,93090000,05,4,93,Palm Beach,4,9.712,11.689,3181.6695,3181.66950320733
2549,03010000,05,1,03,Collier,1,3.041,4.542,2414.6059,2414.60592153552
2550,61010000,04,3,61,Washington,3,1.713,5.013,5330.9806,5330.98056895378
2551,72150000,04,2,72,Duval,2,7.973,13.587,9031.8285,9031.82850903799
2552,10010000,03,7,10,Hillsborough,7,24.8,26.253,2337.5759,2337.57590633772
2553,13050000,05,1,13,Manatee,1,1.808,7.389,8977.198,8977.19800995279
2554,09010000,03,1,09,Highlands,1,19.15,28.97,15802.4177,15802.4177226661
2555,87090004,07,6,87,Miami-Dade,6,0,0.297,478.6118,478.611823182514
2556,61040000,03,3,61,Washington,3,13.107,18.46,8632.9682,8632.96819969688
2557,26130002,07,2,26,Alachua,2,0,0.976,1571.3679,1571.36787837504
2558,10310000,05,7,10,Hillsborough,7,0,1.315,2116.2285,2116.22854406998
2559,72291000,07,2,72,Duval,2,10.6,11.875,2050.3682,2050.36823605942
2560,76050001,03,2,76,Putnam,2,0,1.219,1960.269,1960.26895656811
2561,57050000,03,3,57,Okaloosa,3,0,15.699,25351.1374,25351.1373947206
2562,79230000,05,5,79,Volusia,5,0,4.001,6445.9997,6445.99973326481
2563,53130000,06,3,53,Jackson,3,23.04,24.069,1658.0716,1658.07158923965
2564,77470000,01,5,77,Seminole,8,0,17.445,28078.3184,28078.3184347608
2565,48050000,06,3,48,Escambia,3,13.034,18.808,9334.3334,9334.33340617107
2566,88010000,06,4,88,Indian River,4,3.698,8.111,7102.896,7102.89597658746
2567,87260531,07,6,87,Miami-Dade,6,0,1.002,1581.9895,1581.98947633503
2568,10180000,07,7,10,Hillsborough,7,0,0.047,75.5421,75.5421178984325
2569,87053001,07,6,87,Miami-Dade,6,0,2.351,3761.3399,3761.33991189295
2570,89010000,03,4,89,Martin,4,21.036,24.476,5536.4136,5536.41356606072
2571,93026000,05,4,93,Palm Beach,4,0,3,4822.938,4822.93803651084
2572,03040000,04,1,03,Collier,1,0,32.308,51938.5302,51938.5302485132
2573,58060000,06,3,58,Santa Rosa,3,20.715,21.79,1737.7071,1737.70710285337
2574,93200000,03,4,93,Palm Beach,4,1.946,5.116,5101.6257,5101.62573139505
2575,10250000,07,7,10,Hillsborough,7,6.845,9.627,4474.5742,4474.57417335571
2576,13120001,06,1,13,Manatee,1,0,3.03,4847.7808,4847.78082811703
2577,17030201,05,1,17,Sarasota,1,0,1.006,1622.088,1622.08799475841
2578,75030000,06,5,75,Orange,5,2.118,6.261,6667.3906,6667.39056158853
2579,48004000,06,3,48,Escambia,3,3.01,5.949,4750.5894,4750.58936242025
2580,26005000,05,2,26,Alachua,2,0,4.664,7505.332,7505.33195928622
2581,87260525,07,6,87,Miami-Dade,6,0,1.551,2508.8461,2508.84609904121
2582,70120001,06,5,70,Brevard,5,0,0.445,716.3751,716.375104051745
2583,16090000,06,1,16,Polk,1,11.15,12.185,1665.6626,1665.66262303598
2584,29050000,04,2,29,Columbia,2,7.956,12.59,7459.9706,7459.97059766126
2585,16100000,05,1,16,Polk,1,4.743,5.837,1769.9621,1769.96206007906
2586,16310000,02,1,16,Polk,1,0,0.82,1321.0035,1321.0035482764
2587,31030000,04,2,31,Gilchrist,2,12.682,23.488,17393.7599,17393.7599263055
2588,93006000,05,4,93,Palm Beach,4,2.078,5.872,6097.6829,6097.6828920267
2589,72005000,05,2,72,Duval,2,0,0.584,939.908,939.908013127918
2590,26050066,07,2,26,Alachua,2,0,0.16,259.9952,259.995155081992
2591,72100408,07,2,72,Duval,2,0,0.372,598.7343,598.734297689639
2592,70100000,03,5,70,Brevard,5,11.717,15.902,6736.5136,6736.51364000289
2593,13040000,07,1,13,Manatee,1,0,1.188,1903.792,1903.7920279816
2594,07060000,04,1,07,Hendry,1,17.636,18.498,1388.2365,1388.23653915849
2595,87030000,05,6,87,Miami-Dade,6,0,8.293,13347.0716,13347.0715612612
2596,55040000,05,3,55,Leon,3,9.965,10.637,1081.8068,1081.80679309132
2597,93140000,04,4,93,Palm Beach,4,5.017,19.367,23092.9217,23092.9216685757
2598,03001000,05,1,03,Collier,1,0,1.028,1655.9913,1655.99133201316
2599,61040000,06,3,61,Washington,3,18.46,19.992,2470.6483,2470.64830262619
2600,26080000,05,2,26,Alachua,2,14.588,15.171,936.5441,936.544072561518
2601,70004000,01,5,70,Brevard,5,0.451,4.59,6672.5063,6672.50630707079
2602,12070000,03,1,12,Lee,1,4.391,7.621,5200.2395,5200.23954857682
2603,09010000,03,1,09,Highlands,1,0,16.462,26490.8383,26490.8382896458
2604,57030000,03,3,57,Okaloosa,3,0,6.957,11234.1422,11234.1421660393
2605,34010000,03,2,34,Levy,2,35.813,38.34,4069.4819,4069.48188542269
2606,75002000,03,5,75,Orange,5,0.665,6.874,9992.4735,9992.4734886057
2607,60010000,04,3,60,Walton,3,0,14.648,23644.2489,23644.2488696044
2608,48012000,06,3,48,Escambia,3,0,9.601,15513.9555,15513.9554546005
2609,26010000,06,2,26,Alachua,2,13.135,15.721,4162.5542,4162.55420430038
2610,87260532,07,6,87,Miami-Dade,6,0,1,1571.9368,1571.93683088703
2611,71070000,05,2,71,Clay,2,1.784,2.881,1764.9652,1764.96522309237
2612,87046000,03,6,87,Miami-Dade,6,0,2.97,4779.7975,4779.7974843275
2613,16140000,04,1,16,Polk,1,4.25,11.658,11922.338,11922.3379753932
2614,89010009,07,4,89,Martin,4,0,0.239,384.7689,384.768934914476
2615,93080000,07,4,93,Palm Beach,4,0.788,1.252,744.5149,744.514942182071
2616,72160448,06,2,72,Duval,2,0,0.9,1447.2299,1447.2299477009
2617,58050000,06,3,58,Santa Rosa,3,2.071,3.281,1955.2882,1955.2882444245
2618,93200000,06,4,93,Palm Beach,4,8.422,9.14,1155.5459,1155.54589192935
2619,10270003,03,7,10,Hillsborough,7,0,0.105,168.8622,168.862242027659
2620,13130000,01,1,13,Manatee,1,8.893,11.982,4980.8342,4980.83421943526
2621,18470000,01,5,18,Sumter,8,0,10.67,17130.8508,17130.8507705143
2622,75011002,03,5,75,Orange,5,36.206,36.781,919.1397,919.139737693258
2623,79060000,05,5,79,Volusia,5,16.222,19.648,5511.6464,5511.6463630509
2624,48004000,06,3,48,Escambia,3,9.649,10.043,636.8323,636.83234885512
2625,27030000,04,2,27,Baker,2,12.001,16.404,7082.3312,7082.33119868812
2626,06050000,06,1,06,Hardee,1,16.207,17.285,1734.5479,1734.54789135162
2627,79090000,04,5,79,Volusia,5,0,14.295,23005.2027,23005.2026744168
2628,16030000,04,1,16,Polk,1,7.575,8.306,1177.7194,1177.71940546851
2629,16030000,04,1,16,Polk,1,6.81,7.575,1232.5942,1232.59419544925
2630,76040000,04,2,76,Putnam,2,0,6.093,9815.6737,9815.67372677891
2631,78040000,06,2,78,St. Johns,2,0.723,7.349,10665.0296,10665.0296040622
2632,16300000,05,1,16,Polk,1,2.482,3.582,1765.7827,1765.78267504557
2633,31030000,06,2,31,Gilchrist,2,1.506,2.863,2184.2914,2184.29135006827
2634,87120000,05,6,87,Miami-Dade,6,4.01,10.028,9684.9538,9684.95381019738
2635,08070000,04,7,08,Hernando,7,5.25,9.519,6869.3886,6869.38863057537
2636,26080000,03,2,26,Alachua,2,15.171,16.81,2632.8068,2632.80677967669
2637,10290000,05,7,10,Hillsborough,7,0,4.282,6882.5905,6882.59053697205
2638,13150000,05,1,13,Manatee,1,4.185,4.572,622.7628,622.76284535157
2639,57060000,03,3,57,Okaloosa,3,17.877,20.96,4976.1887,4976.18870932323
2640,34010000,06,2,34,Levy,2,34.123,35.813,2721.5632,2721.56324936451
2641,53120000,06,3,53,Jackson,3,15.22,16.142,1484.3482,1484.34815638927
2642,58005000,03,3,58,Santa Rosa,3,0.015,4.993,8023.4933,8023.49328080618
2643,48140000,04,3,48,Escambia,3,0,1.2,1930.7428,1930.74277966846
2644,88030000,06,4,88,Indian River,4,7.599,8.085,782.3823,782.382306625358
2645,70070000,01,5,70,Brevard,5,5.212,12.968,12478.9821,12478.9821007728
2646,13010001,07,1,13,Manatee,1,0,1.379,2221.0222,2221.02216247046
2647,79010000,05,5,79,Volusia,5,14.166,20.029,9433.7088,9433.70882417933
2648,75060000,05,5,75,Orange,5,2.653,4.32,2679.3384,2679.33839921518
2649,89070000,06,4,89,Martin,4,15.409,16.63,1965.1852,1965.18518708307
2650,04040000,06,1,04,Desoto,1,12.604,14.136,2466.4925,2466.49252773715
2651,93030000,03,4,93,Palm Beach,4,0,1.972,3178.5787,3178.57865772646
2652,03175000,01,1,03,Collier,1,0.063,63.504,102099.0227,102099.022662757
2653,59100000,04,3,59,Wakulla,3,0,16.631,26773.2359,26773.2359242831
2654,72130000,07,2,72,Duval,2,0.366,1.053,1111.5116,1111.51156438524
2655,10250001,07,7,10,Hillsborough,7,0,1.315,2115.0604,2115.06042156361
2656,13050000,07,1,13,Manatee,1,0,0.553,889.5283,889.528342153655
2657,09030001,06,1,09,Highlands,1,0,1.058,1692.3018,1692.30175427862
2658,17008000,05,1,17,Sarasota,1,3.368,5.432,3337.429,3337.42901204218
2659,79220001,06,5,79,Volusia,5,0,0.983,1592.359,1592.35904276931
2660,75050000,04,5,75,Orange,5,0,4.326,6964.6448,6964.6447575845
2661,78060000,06,2,78,St. Johns,2,20.767,20.881,184.7488,184.748759800969
2662,48050000,04,3,48,Escambia,3,7.694,13.034,8632.7602,8632.76018783169
2663,88470000,01,4,88,Indian River,8,0,7.992,12804.4977,12804.4977147751
2664,75260000,06,5,75,Orange,5,2.299,4.854,4111.9909,4111.99089754835
2665,71080000,04,2,71,Clay,2,0,3.518,5661.1626,5661.16260927554
2666,16030000,03,1,16,Polk,1,8.306,15.9,12235.7784,12235.7783743755
2667,78060000,04,2,78,St. Johns,2,6.303,7.974,2691.116,2691.11597976343
2668,16100102,05,1,16,Polk,1,0,0.264,437.2319,437.231884707537
2669,35060000,04,2,35,Madison,2,6.966,20.195,21293.3593,21293.3593009296
2670,93016000,05,4,93,Palm Beach,4,0,8.73,14029.8104,14029.8104286395
2671,72014000,06,2,72,Duval,2,0,6.441,10372.917,10372.9170237387
2672,91070000,03,1,91,Okeechobee,1,11.805,20.008,13216.0425,13216.0424841948
2673,75260000,06,5,75,Orange,5,2.206,2.299,149.6656,149.665557567252
2674,10200000,07,7,10,Hillsborough,7,1.171,1.327,251.5418,251.541812792986
2675,16030000,03,1,16,Polk,1,0,6.81,10972.5273,10972.5272752516
2676,16070000,04,1,16,Polk,1,14.881,27.216,19830.6585,19830.6585015257
2677,29020000,04,2,29,Columbia,2,4.821,18.253,21613.4551,21613.4551357234
2678,16190000,04,1,16,Polk,1,0,2.128,3418.5206,3418.52056907481
2679,31030000,04,2,31,Gilchrist,2,2.863,12.086,14845.6557,14845.6557265292
2680,93010000,07,4,93,Palm Beach,4,8.408,10.777,3812.5751,3812.57506257798
2681,72010000,06,2,72,Duval,2,17.173,21.802,7447.8206,7447.82061512346
2682,26070000,03,2,26,Alachua,2,0,2.035,3275.5454,3275.54542286083
2683,72090446,01,2,72,Duval,2,0,1.18,1891.2665,1891.2665321255
2684,70080000,03,5,70,Brevard,5,2.11,4.613,4032.3833,4032.38326193102
2685,12004000,06,1,12,Lee,1,3.122,4.778,2652.1729,2652.17285389168
2686,53090000,04,3,53,Jackson,3,8.673,13.015,6987.5952,6987.59517707293
2687,01060000,07,1,01,Charlotte,1,9.23,10.428,1933.4234,1933.42341848718
2688,75250000,05,5,75,Orange,5,2.16,2.533,599.9469,599.946925159039
2689,53010000,06,3,53,Jackson,3,11.619,14.076,3958.9623,3958.9622539284
2690,77020000,05,5,77,Seminole,5,0,0.347,558.562,558.561962135919
2691,87080000,05,6,87,Miami-Dade,6,0.662,1.115,729.2655,729.265471563664
2692,87470000,01,6,87,Miami-Dade,8,0,3.342,5376.078,5376.0780165402
2693,06030000,04,1,06,Hardee,1,0.654,6.969,10161.3427,10161.3426715755
2694,16020000,05,1,16,Polk,1,21.214,22.77,2505.327,2505.32696335273
2695,55100000,06,3,55,Leon,3,0.43,0.95,836.7281,836.728130447576
2696,87170001,02,6,87,Miami-Dade,6,0,0.813,1307.9911,1307.99106108193
2697,08002000,03,7,08,Hernando,7,0,3.86,6207.9541,6207.95408360757
2698,26130000,04,2,26,Alachua,2,12.397,16.984,7384.8036,7384.80358979821
